"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Age","Age","Weight","Height",""
"","Sam Howard","2021","RP","PIT","$596,000","$0","$575,000","$575,000","0.011","$575,000","$596,000","1","$596,000","$1,717,587","2026","27","28","190","6'4""",""
"","Andres Munoz","2021","RP","SEA","$575,000","$0","$575,000","$575,000","0.007","$575,000","$575,000","1","$575,000","$1,723,461","2026","21","22","165","6'2""",""
"","Jace Peterson","2021","2B","MIL","$575,000","$0","$575,000","$497,651","0.005","$497,651","$575,000","1","$575,000","$3,346,381","0","30","31","215","6'0""",""
"","Adolis Garcia","2021","OF","TEX","$575,000","$0","$575,000","$534,743","0.006","$534,743","$575,000","1","$575,000","$3,753,567","0","27","28","205","6'1""",""
"","Nate Lowe","2021","1B","TEX","$575,000","$0","$575,000","$575,000","0.006","$575,000","$575,000","1","$575,000","$965,001","0","25","25","220","6'4""",""
"","D.J. Peters","2021","OF","TEX","$575,000","$0","$575,000","$268,917","0.003","$268,917","$575,000","1","$575,000","$593,692","0","25","25","225","6'6""",""
"","Dennis Santana","2021","RP","TEX","$575,000","$0","$575,000","$284,372","0.003","$284,372","$575,000","1","$575,000","$1,300,714","2026","24","25","190","6'2""",""
"","Zack Collins","2021","C","CHW","$575,000","$0","$575,000","$522,379","0.004","$522,379","$575,000","1","$575,000","$4,176,124","2027","25","26","220","6'3""",""
"","Jimmy Cordero","2021","RP","CHW","$575,000","$0","$575,000","$575,000","0.004","$575,000","$575,000","1","$575,000","$1,292,870","0","29","29","235","6'4""",""
"","Jose Ruiz","2021","RP","CHW","$575,000","$0","$575,000","$575,000","0.004","$575,000","$575,000","1","$575,000","$1,196,147","0","26","26","245","6'1""",""
"","Jesus Sanchez","2021","OF","MIA","$575,000","$0","$575,000","$401,830","0.007","$401,830","$575,000","1","$575,000","$439,210","0","23","23","0","0'0""",""
"","Tyler Beede","2021","RP","SF","$575,000","$0","$575,000","$460,559","0.003","$460,559","$575,000","1","$575,000","$3,663,368","2026","27","28","211","6'3""",""
"","Rony Garcia","2021","RP","DET","$575,000","$0","$575,000","$435,831","0.005","$435,831","$575,000","1","$575,000","$844,535","0","23","23","200","6'3""",""
"","Jose Peraza","2021","SS","NYM","$575,000","$0","$575,000","$510,015","0.003","$510,015","$575,000","1","$575,000","$6,186,026","2023","26","27","210","6'0""",""
"","Alec Bohm","2021","3B","PHI","$575,000","$0","$575,000","$460,559","0.002","$460,559","$575,000","1","$575,000","$6,453,849","0","24","24","225","6'5""",""
"","Bobby Dalbec","2021","1B","BOS","$575,000","$0","$575,000","$575,000","0.003","$575,000","$575,000","1","$575,000","$1,315,335","0","25","26","227","6'4""",""
"","Jose Castillo","2021","RP","SD","$575,000","$0","$575,000","$575,000","0.003","$575,000","$575,000","1","$575,000","$3,250,867","2025","24","25","246","6'5""",""
"","Erick Fedde","2021","SP","WSH","$575,000","$0","$575,000","$575,000","0.004","$575,000","$575,000","1","$575,000","$4,080,357","2025","27","28","200","6'4""",""
"","Patrick Murphy","2021","SP","WSH","$575,000","$0","$575,000","$123,640","0.001","$123,640","$575,000","1","$575,000","$966,981","0","25","26","235","6'5""",""
"","Ryan Mountcastle","2021","1B","BAL","$574,500","$0","$574,500","$574,500","0.014","$574,500","$574,500","1","$574,500","$1,992,870","2027","23","24","230","6'4""",""
"","Drew Smith","2021","RP","NYM","$574,500","$0","$574,500","$531,308","0.003","$531,308","$574,500","1","$574,500","$2,031,764","2025","27","27","190","6'2""",""
"","Cole Sulser","2021","RP","BAL","$574,500","$0","$574,500","$537,486","0.013","$537,486","$574,500","1","$574,500","$824,329","0","30","31","190","6'1""",""
"","Dillon Tate","2021","RP","BAL","$574,500","$0","$574,500","$574,500","0.014","$574,500","$574,500","1","$574,500","$5,538,759","2026","26","27","195","6'2""",""
"","Tarik Skubal","2021","SP","DET","$574,300","$0","$574,300","$574,300","0.007","$574,300","$574,300","1","$574,300","$1,055,130","0","24","24","215","6'3""",""
"","Michel Baez","2021","SP","SD","$574,200","$0","$574,200","$574,200","0.003","$574,200","$574,200","1","$574,200","$3,820,505","0","24","25","220","6'8""",""
"","Casey Mize","2021","SP","DET","$574,100","$0","$574,100","$574,100","0.007","$574,100","$574,100","1","$574,100","$8,204,930","0","23","24","220","6'3""",""
"","Wil Crowe","2021","SP","PIT","$574,000","$0","$574,000","$481,416","0.009","$481,416","$574,000","1","$574,000","$1,455,951","0","26","26","228","6'2""",""
"","Jonah Heim","2021","C","TEX","$574,000","$0","$574,000","$574,000","0.006","$574,000","$574,000","1","$574,000","$1,072,725","0","25","26","220","6'4""",""
"","Leodys Taveras","2021","CF","TEX","$574,000","$0","$574,000","$203,676","0.002","$203,676","$574,000","1","$574,000","$2,431,391","0","22","22","171","6'1""",""
"","Hunter Harvey","2021","RP","BAL","$574,000","$0","$574,000","$574,000","0.014","$574,000","$574,000","1","$574,000","$2,868,015","0","26","26","210","6'3""",""
"","Alejandro Kirk","2021","C","TOR","$573,500","$0","$573,500","$564,189","0.004","$564,189","$573,500","1","$573,500","$614,029","0","22","22","265","5'8""",""
"","Kyle Cody","2021","RP","TEX","$573,500","$0","$573,500","$573,500","0.006","$573,500","$573,500","1","$573,500","$844,985","2027","26","26","225","6'7""",""
"","Josh Sborz","2021","RP","TEX","$573,500","$0","$573,500","$548,774","0.006","$548,774","$573,500","1","$573,500","$1,501,726","0","27","27","215","6'3""",""
"","Willians Astudillo","2021","C","MIN","$573,500","$0","$573,500","$474,782","0.004","$573,500","$573,500","1","$573,500","$1,380,147","2025","29","29","225","5'9""",""
"","Javier Guerra","2021","RP","SD","$573,100","$0","$573,100","$573,100","0.003","$573,100","$573,100","1","$573,100","$868,821","0","25","25","185","6'0""",""
"","Cole Irvin","2021","SP","OAK","$573,000","$0","$573,000","$573,000","0.006","$573,000","$573,000","1","$573,000","$1,608,555","0","26","27","180","6'4""",""
"","Adbert Alzolay","2021","SP","CHC","$573,000","$0","$573,000","$542,256","0.004","$542,256","$573,000","1","$573,000","$646,332","0","25","26","208","6'1""",""
"","Justin Topa","2021","RP","MIL","$573,000","$0","$573,000","$520,689","0.005","$520,689","$573,000","1","$573,000","$576,759","0","29","30","200","6'4""",""
"","Sam Coonrod","2021","RP","PHI","$573,000","$0","$573,000","$573,000","0.003","$573,000","$573,000","1","$573,000","$1,342,629","2026","28","28","225","6'2""",""
"","Drew Rasmussen","2021","RP","TB","$573,000","$0","$573,000","$317,343","0.005","$317,343","$573,000","1","$573,000","$1,014,583","2027","25","25","211","6'1""",""
"","Yadiel Hernandez","2021","OF","WSH","$572,600","$0","$572,600","$686,394","0.005","$557,118","$572,600","1","$572,600","$806,958","0","33","33","185","5'9""",""
"","Yonathan Daza","2021","RF","COL","$572,500","$0","$572,500","$572,500","0.005","$572,500","$572,500","1","$572,500","$706,780","0","26","27","207","6'2""",""
"","Dom Nunez","2021","C","COL","$572,500","$0","$572,500","$572,500","0.005","$572,500","$572,500","1","$572,500","$1,515,732","2027","25","26","212","6'1""",""
"","Dane Dunning","2021","SP","TEX","$572,500","$0","$572,500","$572,500","0.006","$572,500","$572,500","1","$572,500","$2,665,950","0","26","26","225","6'4""",""
"","John King","2021","RP","TEX","$572,500","$0","$572,500","$572,500","0.006","$572,500","$572,500","1","$572,500","$657,260","0","26","26","215","6'2""",""
"","Eli White","2021","OF","TEX","$572,500","$0","$572,500","$492,480","0.005","$492,480","$572,500","1","$572,500","$676,585","0","26","27","175","6'2""",""
"","J.P. Feyereisen","2021","RP","TB","$572,400","$0","$572,400","$418,550","0.006","$418,550","$572,400","1","$572,400","$770,770","2027","27","28","215","6'2""",""
"","Jake Fraley","2021","OF","SEA","$572,100","$0","$572,100","$572,100","0.007","$572,100","$572,100","1","$572,100","$1,556,784","0","25","26","195","6'0""",""
"","Mark Mathias","2021","2B","MIL","$572,000","$0","$572,000","$572,000","0.006","$572,000","$572,000","1","$572,000","$1,206,105","0","26","26","200","6'0""",""
"","Garrett Crochet","2021","RP","CHW","$572,000","$0","$572,000","$572,000","0.004","$572,000","$572,000","1","$572,000","$5,150,650","0","21","22","230","6'6""",""
"","Jorge Mateo","2021","SS","BAL","$571,800","$0","$571,800","$181,366","0.004","$181,366","$571,800","1","$571,800","$1,579,320","2026","25","26","182","6'0""",""
"","Connor Brogdon","2021","RP","PHI","$571,500","$0","$571,500","$571,500","0.003","$571,500","$571,500","1","$571,500","$669,950","0","25","26","192","6'6""",""
"","Ramon Urias","2021","2B","BAL","$571,500","$0","$571,500","$454,804","0.011","$454,804","$571,500","1","$571,500","$505,668","0","26","27","190","6'0""",""
"","Bruce Zimmermann","2021","SP","BAL","$571,500","$0","$571,500","$531,629","0.013","$531,629","$571,500","1","$571,500","$575,894","0","25","26","215","6'1""",""
"","Austin Nola","2021","C","SD","$571,500","$0","$571,500","$571,500","0.003","$571,500","$571,500","1","$571,500","$1,174,211","2026","31","31","197","6'0""",""
"","Jimmie Sherfy","2021","RP","LAD","$570,500","$0","$570,500","$242,293","0.001","$242,293","$570,500","1","$570,500","$755,205","0","29","29","175","6'0""",""
"","Ross Detwiler","2021","RP","SD","$570,500","$0","$570,500","$58,273","0.000","$58,273","$570,500","1","$570,500","$18,221,626","2022","34","35","210","6'5""",""
"","Joe Mantiply","2021","RP","ARI","$570,500","$0","$570,500","$432,447","0.005","$432,447","$570,500","1","$570,500","$546,525","0","29","30","219","6'4""",""
"","Luis Garcia","2021","SS","WSH","$570,500","$0","$570,500","$303,633","0.002","$303,633","$570,500","1","$570,500","$1,743,808","0","20","21","211","6'2""",""
"","Josiah Gray","2021","SP","WSH","$570,500","$0","$570,500","$570,500","0.004","$570,500","$570,500","1","$570,500","$1,573,025","0","23","23","190","6'1""",""
"","Domingo Acevedo","2021","RP","OAK","$570,500","$0","$570,500","$95,077","0.001","$95,077","$570,500","1","$570,500","$98,007","0","26","27","240","6'7""",""
"","Juan Minaya","2021","RP","MIN","$570,500","$0","$570,500","$260,695","0.002","$570,500","$570,500","1","$570,500","$1,793,592","2023","30","30","210","6'4""",""
"","Ryne Harper","2021","RP","WSH","$570,500","$0","$570,500","$340,437","0.002","$340,437","$570,500","1","$570,500","$1,543,271","2025","31","32","215","6'3""",""
"","Alex Vesia","2021","RP","LAD","$570,500","$0","$570,500","$368,040","0.001","$368,040","$570,500","1","$570,500","$545,675","0","24","25","209","6'1""",""
"","Reiss Knehr","2021","P","SD","$570,500","$0","$570,500","$95,077","0.001","$95,077","$570,500","1","$570,500","$175,077","0","24","24","205","6'2""",""
"","Carter Kieboom","2021","3B","WSH","$570,500","$0","$570,500","$226,958","0.002","$226,958","$570,500","1","$570,500","$2,434,752","0","23","23","190","6'2""",""
"","Jovani Moran","2021","P","MIN","$570,500","$0","$570,500","$67,474","0.001","$67,474","$570,500","1","$570,500","$342,474","0","23","24","167","6'1""",""
"","Luis Barrera","2021","OF","OAK","$570,500","$0","$570,500","$46,005","0.001","$46,005","$570,500","1","$570,500","$558,669","0","25","25","195","6'0""",""
"","Garrett Whitlock","2021","RP","BOS","$570,500","$0","$570,500","$570,500","0.003","$570,500","$570,500","1","$570,500","$818,000","0","24","25","190","6'5""",""
"","James Norwood","2021","RP","SD","$570,500","$0","$570,500","$52,139","0.000","$52,139","$570,500","1","$570,500","$745,313","2026","27","27","215","6'2""",""
"","Bailey Ober","2021","SP","MIN","$570,500","$0","$570,500","$371,107","0.003","$371,107","$570,500","1","$570,500","$496,107","0","25","25","260","6'9""",""
"","Paul Blackburn","2021","RP","OAK","$570,500","$0","$570,500","$144,149","0.002","$144,149","$570,500","1","$570,500","$1,986,382","0","27","27","196","6'1""",""
"","Jorge Ona","2021","OF","SD","$570,500","$0","$570,500","$570,500","0.003","$570,500","$570,500","1","$570,500","$7,604,765","2027","24","24","235","6'0""",""
"","Jake McCarthy","2021","OF","ARI","$570,500","$0","$570,500","$113,479","0.001","$113,479","$570,500","1","$570,500","$1,763,479","0","23","23","215","6'2""",""
"","Andres Machado","2021","RP","WSH","$570,500","$0","$570,500","$260,695","0.002","$260,695","$570,500","1","$570,500","$354,238","0","27","28","220","6'0""",""
"","Rob Refsnyder","2021","RF","MIN","$570,500","$0","$570,500","$432,447","0.004","$432,447","$570,500","1","$570,500","$1,846,860","0","29","30","200","6'0""",""
"","Skye Bolt","2021","CF","OAK","$570,500","$0","$570,500","$239,226","0.003","$239,226","$570,500","1","$570,500","$940,120","0","26","27","180","6'2""",""
"","Seth Brown","2021","1B","OAK","$570,500","$0","$570,500","$539,792","0.006","$539,792","$570,500","1","$570,500","$781,532","0","28","28","220","6'3""",""
"","Kyle McGowin","2021","RP","WSH","$570,500","$0","$570,500","$460,050","0.003","$460,050","$570,500","1","$570,500","$1,006,526","2025","29","29","195","6'3""",""
"","Brent Rooker","2021","OF","MIN","$570,500","$0","$570,500","$300,566","0.003","$300,566","$570,500","1","$570,500","$2,310,626","0","26","26","215","6'3""",""
"","Webster Rivas","2021","C","SD","$570,500","$0","$570,500","$199,355","0.001","$199,355","$570,500","1","$570,500","$199,355","0","30","30","219","6'2""",""
"","Sean Nolin","2021","RP","WSH","$570,500","$0","$570,500","$162,551","0.001","$162,551","$570,500","1","$570,500","$497,194","0","31","31","250","6'4""",""
"","Joey Krehbiel","2021","RP","BAL","$570,500","$0","$570,500","$30,670","0.001","$30,670","$570,500","1","$570,500","$597,527","0","28","28","185","6'2""",""
"","Vincent Velasquez","2021","SP","SD","$570,500","$0","$570,500","$49,072","0.000","$49,072","$570,500","1","$570,500","$10,139,412","2022","28","29","205","6'3""",""
"","Humberto Mejia","2021","SP","ARI","$570,500","$0","$570,500","$61,340","0.001","$61,340","$570,500","1","$570,500","$95,605","0","23","24","235","6'4""",""
"","Trey Wingenter","2021","RP","SD","$570,500","$0","$570,500","$570,500","0.003","$570,500","$570,500","1","$570,500","$1,549,435","2025","26","27","200","6'7""",""
"","Joe Ryan","2021","P","MIN","$570,500","$0","$570,500","$98,144","0.001","$98,144","$570,500","1","$570,500","$245,644","0","24","25","205","6'2""",""
"","Brooks Kriske","2021","RP","BAL","$570,500","$0","$570,500","$46,005","0.001","$46,005","$570,500","1","$570,500","$330,745","0","26","27","190","6'3""",""
"","Deolis Guerra","2021","RP","OAK","$570,500","$0","$570,500","$545,926","0.006","$545,926","$570,500","1","$570,500","$2,272,465","2025","31","32","245","6'5""",""
"","Devin Smeltzer","2021","RP","MIN","$570,500","$0","$570,500","$481,519","0.004","$481,519","$570,500","1","$570,500","$1,303,095","2026","25","25","195","6'3""",""
"","Daulton Jefferies","2021","SP","OAK","$570,500","$0","$570,500","$138,015","0.002","$138,015","$570,500","1","$570,500","$1,741,130","0","25","25","182","6'0""",""
"","Cory Abbott","2021","SP","CHC","$570,500","$0","$570,500","$39,871","0.000","$39,871","$570,500","1","$570,500","$941,771","0","25","25","210","6'1""",""
"","Josh Rogers","2021","SP","WSH","$570,500","$0","$570,500","$92,010","0.001","$92,010","$570,500","1","$570,500","$1,231,630","2027","26","26","200","6'3""",""
"","James Kaprielian","2021","SP","OAK","$570,500","$0","$570,500","$441,648","0.005","$441,648","$570,500","1","$570,500","$3,677,798","2027","26","27","210","6'3""",""
"","Travis Lakins","2021","RP","BAL","$570,500","$0","$570,500","$475,385","0.011","$475,385","$570,500","1","$570,500","$1,187,331","2026","26","27","215","6'1""",""
"","Lewis Thorpe","2021","RP","MIN","$570,500","$0","$570,500","$153,350","0.001","$153,350","$570,500","1","$570,500","$949,712","0","25","25","218","6'1""",""
"","Pete Kozma","2021","SS","OAK","$570,500","$0","$570,500","$6,134","0.000","$6,134","$570,500","1","$570,500","$4,219,824","0","32","33","190","6'0""",""
"","Keibert Ruiz","2021","C","WSH","$570,500","$0","$570,500","$104,278","0.001","$104,278","$570,500","1","$570,500","$335,967","0","22","22","225","6'0""",""
"","Sergio Alcantara","2021","2B","CHC","$570,500","$0","$570,500","$355,772","0.003","$355,772","$570,500","1","$570,500","$1,111,842","2027","24","24","151","5'9""",""
"","Nick Vincent","2021","RP","MIN","$570,500","$0","$570,500","$73,608","0.001","$73,608","$570,500","1","$570,500","$6,897,858","2022","34","34","185","6'0""",""
"","Geraldo Perdomo","2021","SS","ARI","$570,500","$0","$570,500","$42,938","0.001","$42,938","$570,500","1","$570,500","$112,938","0","21","21","184","6'3""",""
"","Joseph Biagini","2021","RP","CHC","$570,500","$0","$570,500","$6,134","0.000","$6,134","$570,500","1","$570,500","$2,715,945","0","30","31","235","6'5""",""
"","Lane Thomas","2021","CF","WSH","$570,500","$0","$570,500","$159,484","0.001","$159,484","$570,500","1","$570,500","$2,005,444","0","25","25","185","6'0""",""
"","Zac Lowther","2021","SP","BAL","$570,500","$0","$570,500","$116,546","0.003","$116,546","$570,500","1","$570,500","$896,046","0","24","25","235","6'2""",""
"","Mason Thompson","2021","RP","WSH","$570,500","$0","$570,500","$202,422","0.001","$202,422","$570,500","1","$570,500","$1,995,360","0","22","23","223","6'7""",""
"","Sean Poppen","2021","RP","ARI","$570,500","$0","$570,500","$144,149","0.002","$144,149","$570,500","1","$570,500","$838,412","2027","26","27","210","6'3""",""
"","Greg Deichmann","2021","OF","CHC","$570,500","$0","$570,500","$55,206","0.000","$55,206","$570,500","1","$570,500","$1,755,206","0","25","26","205","6'2""",""
"","Scott Effross","2021","P","CHC","$570,500","$0","$570,500","$110,412","0.001","$110,412","$570,500","1","$570,500","$210,412","0","27","27","202","6'2""",""
"","Isaac Mattson","2021","RP","BAL","$570,500","$0","$570,500","$52,139","0.001","$52,139","$570,500","1","$570,500","$52,139","0","25","25","205","6'2""",""
"","Noe Ramirez","2021","RP","ARI","$570,500","$0","$570,500","$328,169","0.004","$570,500","$570,500","1","$570,500","$3,326,333","2024","31","31","205","6'3""",""
"","William Contreras","2021","C","ATL","$570,500","$0","$570,500","$285,231","0.002","$285,231","$570,500","1","$570,500","$322,036","0","23","23","180","6'0""",""
"","Jo Adell","2021","OF","LAA","$570,500","$0","$570,500","$190,154","0.001","$190,154","$570,500","1","$570,500","$4,741,394","0","21","22","215","6'3""",""
"","Johneshwy Fargas","2021","OF","CHC","$570,500","$0","$570,500","$67,474","0.001","$67,474","$570,500","1","$570,500","$245,360","0","26","26","180","6'1""",""
"","Luke Bard","2021","RP","LAA","$570,500","$0","$570,500","$570,500","0.003","$570,500","$570,500","1","$570,500","$2,187,662","2026","30","30","200","6'3""",""
"","Henry Ramos","2021","OF","ARI","$570,500","$0","$570,500","$85,876","0.001","$85,876","$570,500","1","$570,500","$85,876","0","28","29","220","6'2""",""
"","Trent Giambrone","2021","2B","CHC","$570,500","$0","$570,500","$12,268","0.000","$12,268","$570,500","1","$570,500","$12,268","0","27","27","175","5'8""",""
"","Tucker Davidson","2021","SP","ATL","$570,500","$0","$570,500","$386,442","0.003","$386,442","$570,500","1","$570,500","$514,557","202","24","25","215","6'2""",""
"","Reid Detmers","2021","SP","LAA","$570,500","$0","$570,500","$174,819","0.001","$174,819","$570,500","1","$570,500","$4,844,819","0","21","21","210","6'2""",""
"","Tyler Nevin","2021","1B","BAL","$570,500","$0","$570,500","$30,670","0.001","$30,670","$570,500","1","$570,500","$2,030,670","0","23","24","200","6'4""",""
"","Philip Gosselin","2021","2B","LAA","$570,500","$0","$570,500","$466,184","0.003","$570,500","$570,500","1","$570,500","$3,552,861","2023","32","32","200","6'1""",""
"","Nico Hoerner","2021","2B","CHC","$570,500","$0","$570,500","$502,988","0.004","$502,988","$570,500","1","$570,500","$3,498,911","0","23","24","200","6'1""",""
"","Jimmy Herget","2021","RP","LAA","$570,500","$0","$570,500","$101,211","0.001","$101,211","$570,500","1","$570,500","$709,502","0","27","27","170","6'3""",""
"","Konner Wade","2021","RP","BAL","$570,500","$0","$570,500","$73,608","0.002","$73,608","$570,500","1","$570,500","$272,108","0","29","29","195","6'3""",""
"","James Hoyt","2021","RP","LAA","$570,500","$0","$570,500","$92,010","0.001","$92,010","$570,500","1","$570,500","$1,056,137","2025","34","34","230","6'6""",""
"","Tanner Anderson","2021","RP","PIT","$570,500","$0","$570,500","$9,201","0.000","$9,201","$570,500","1","$570,500","$203,985","0","27","28","203","6'2""",""
"","Spenser Watkins","2021","SP","BAL","$570,500","$0","$570,500","$239,226","0.006","$239,226","$570,500","1","$570,500","$239,226","0","28","28","185","6'2""",""
"","Anthony Banda","2021","RP","PIT","$570,500","$0","$570,500","$184,020","0.003","$184,020","$570,500","1","$570,500","$994,049","2025","27","27","230","6'2""",""
"","Ildemaro Vargas","2021","2B","ARI","$570,500","$0","$570,500","$95,077","0.001","$95,077","$570,500","1","$570,500","$936,831","0","29","29","180","6'0""",""
"","Brandon Marsh","2021","OF","LAA","$570,500","$0","$570,500","$236,159","0.001","$236,159","$570,500","1","$570,500","$1,309,459","0","23","23","215","6'4""",""
"","Trevor Megill","2021","RP","CHC","$570,500","$0","$570,500","$331,236","0.002","$331,236","$570,500","1","$570,500","$381,236","0","27","27","235","6'8""",""
"","Dylan Lee","2021","P","ATL","$570,500","$0","$570,500","$15,335","0.000","$15,335","$570,500","1","$570,500","$25,335","0","26","26","210","6'4""",""
"","Tommy Nance","2021","RP","CHC","$570,500","$0","$570,500","$208,556","0.001","$208,556","$570,500","1","$570,500","$208,556","0","29","30","235","6'6""",""
"","Oneil Cruz","2021","SS","PIT","$570,500","$0","$570,500","$6,134","0.000","$6,134","$570,500","1","$570,500","$956,134","0","22","22","210","6'7""",""
"","Oliver Ortega","2021","P","LAA","$570,500","$0","$570,500","$98,144","0.001","$98,144","$570,500","1","$570,500","$108,144","0","24","24","165","6'0""",""
"","Tyler Wells","2021","RP","BAL","$570,500","$0","$570,500","$570,500","0.013","$570,500","$570,500","1","$570,500","$660,500","0","26","26","265","6'8""",""
"","Logan Gilbert","2021","SP","SEA","$570,500","$0","$570,500","$438,581","0.005","$438,581","$570,500","1","$570,500","$4,322,381","0","23","24","225","6'6""",""
"","Chase De Jong","2021","SP","PIT","$570,500","$0","$570,500","$386,442","0.007","$386,442","$570,500","1","$570,500","$1,231,476","0","27","27","230","6'4""",""
"","Enyel De Los Santos","2021","RP","PIT","$570,500","$0","$570,500","$61,340","0.001","$61,340","$570,500","1","$570,500","$497,167","0","25","25","170","6'3""",""
"","Austin Wynns","2021","C","BAL","$570,500","$0","$570,500","$383,375","0.009","$383,375","$570,500","1","$570,500","$950,095","2026","30","30","190","6'0""",""
"","Kyle Keller","2021","RP","PIT","$570,500","$0","$570,500","$312,834","0.006","$312,834","$570,500","1","$570,500","$450,622","2027","27","28","205","6'4""",""
"","Jarred Kelenic","2021","OF","SEA","$570,500","$0","$570,500","$318,968","0.004","$318,968","$570,500","1","$570,500","$4,818,968","0","21","21","196","6'0""",""
"","Alfonso Rivas","2021","1B","CHC","$570,500","$0","$570,500","$110,412","0.001","$110,412","$570,500","1","$570,500","$556,912","0","24","24","188","6'0""",""
"","Edgar Santana","2021","RP","ATL","$570,500","$0","$570,500","$447,782","0.003","$447,782","$570,500","1","$570,500","$1,717,317","2025","29","29","195","6'2""",""
"","Julian Fernández","2021","RP","COL","$570,500","$0","$570,500","$98,144","0.001","$98,144","$570,500","1","$570,500","$1,198,144","0","25","25","233","6'6""",""
"","Max Kranick","2021","SP","PIT","$570,500","$0","$570,500","$64,407","0.001","$64,407","$570,500","1","$570,500","$364,407","0","23","23","210","6'3""",""
"","Alek Manoah","2021","SP","TOR","$570,500","$0","$570,500","$395,643","0.003","$395,643","$570,500","1","$570,500","$4,943,143","0","22","23","260","6'6""",""
"","Lucas Gilbreath","2021","SP","COL","$570,500","$0","$570,500","$450,849","0.004","$450,849","$570,500","1","$570,500","$654,249","0","24","25","185","6'1""",""
"","Jose Rojas","2021","3B","LAA","$570,500","$0","$570,500","$288,298","0.002","$288,298","$570,500","1","$570,500","$288,298","0","27","28","200","6'0""",""
"","Nick Mears","2021","RP","PIT","$570,500","$0","$570,500","$260,695","0.005","$260,695","$570,500","1","$570,500","$285,615","0","24","24","200","6'3""",""
"","Reese McGuire","2021","C","TOR","$570,500","$0","$570,500","$463,117","0.003","$463,117","$570,500","1","$570,500","$3,237,839","0","25","26","215","6'0""",""
"","Spencer Strider","2021","P","ATL","$570,500","$0","$570,500","$6,134","0.000","$6,134","$570,500","1","$570,500","$457,934","0","22","22","195","6'0""",""
"","Patrick Sandoval","2021","SP","LAA","$570,500","$0","$570,500","$469,251","0.003","$469,251","$570,500","1","$570,500","$1,658,308","0","24","24","190","6'3""",""
"","Aaron Ashby","2021","P","MIL","$570,500","$0","$570,500","$138,015","0.001","$138,015","$570,500","1","$570,500","$658,015","0","22","23","181","6'2""",""
"","Shelby Miller","2021","RP","PIT","$570,500","$0","$570,500","$98,144","0.002","$98,144","$570,500","1","$570,500","$21,582,938","2022","30","30","225","6'3""",""
"","Jacob Webb","2021","RP","ATL","$570,500","$0","$570,500","$263,762","0.002","$263,762","$570,500","1","$570,500","$881,062","0","27","27","210","6'2""",""
"","Michael Rucker","2021","RP","CHC","$570,500","$0","$570,500","$196,288","0.001","$196,288","$570,500","1","$570,500","$376,288","0","26","27","195","6'1""",""
"","Cal Raleigh","2021","C","SEA","$570,500","$0","$570,500","$257,628","0.003","$257,628","$570,500","1","$570,500","$1,111,628","0","24","24","215","6'3""",""
"","Matt Thaiss","2021","1B","LAA","$570,500","$0","$570,500","$24,536","0.000","$24,536","$570,500","1","$570,500","$2,512,194","0","25","26","215","6'0""",""
"","Jake Cousins","2021","RP","MIL","$570,500","$0","$570,500","$318,968","0.003","$318,968","$570,500","1","$570,500","$318,968","0","26","26","185","6'4""",""
"","Connor Overton","2021","RP","PIT","$570,500","$0","$570,500","$67,474","0.001","$67,474","$570,500","1","$570,500","$131,881","0","27","27","190","6'0""",""
"","Adrian Sampson","2021","RP","CHC","$570,500","$0","$570,500","$141,082","0.001","$141,082","$570,500","1","$570,500","$1,309,991","0","29","29","210","6'3""",""
"","Ashton Goudeau","2021","SP","COL","$570,500","$0","$570,500","$159,484","0.001","$159,484","$570,500","1","$570,500","$379,449","0","28","28","205","6'6""",""
"","Yohan Ramirez","2021","RP","SEA","$570,500","$0","$570,500","$263,762","0.003","$263,762","$570,500","1","$570,500","$472,466","0","25","26","190","6'4""",""
"","Connor Joe","2021","1B","COL","$570,500","$0","$570,500","$355,772","0.003","$355,772","$570,500","1","$570,500","$1,638,596","0","28","28","205","6'0""",""
"","Luis Oviedo","2021","RP","PIT","$570,500","$0","$570,500","$570,500","0.011","$570,500","$570,500","1","$570,500","$570,500","0","21","22","235","6'5""",""
"","Hector Santiago","2021","RP","SEA","$570,500","$0","$570,500","$570,500","0.007","$570,500","$570,500","1","$570,500","$20,247,160","2022","33","33","215","6'0""",""
"","Kyle Tyler","2021","P","LAA","$570,500","$0","$570,500","$113,479","0.001","$113,479","$570,500","1","$570,500","$188,479","0","24","24","185","6'0""",""
"","Frank Schwindel","2021","1B","CHC","$570,500","$0","$570,500","$202,422","0.001","$202,422","$570,500","1","$570,500","$287,136","2027","28","29","220","6'1""",""
"","Paul Sewald","2021","RP/CL","SEA","$570,500","$0","$570,500","$438,581","0.005","$570,500","$570,500","1","$570,500","$1,799,546","2025","30","31","207","6'3""",""
"","Andrew Wantz","2021","RP","LAA","$570,500","$0","$570,500","$223,891","0.001","$223,891","$570,500","1","$570,500","$233,891","0","25","25","235","6'4""",""
"","Jandel Gustave","2021","RP","MIL","$570,500","$0","$570,500","$260,695","0.003","$570,500","$570,500","1","$570,500","$1,988,936","0","28","28","220","6'3""",""
"","Hoy Jun Park","2021","2B","PIT","$570,500","$0","$570,500","$193,221","0.004","$193,221","$570,500","1","$570,500","$211,623","0","24","25","175","6'1""",""
