"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Age","Age","Weight","Height",""
"","Anthony Santander","2021","RF","BAL","$2,100,000","$0","$2,100,000","$2,100,000","0.050","$2,100,000","$2,100,000","1","$2,100,000","$3,710,391","2025","26","26","225","6'2""",""
"","Reynaldo Lopez","2021","RP","CHW","$2,100,000","$0","$2,100,000","$2,100,000","0.015","$2,100,000","$2,100,000","1","$2,100,000","$3,721,102","2024","26","27","220","6'1""",""
"","Niko Goodrum","2021","2B","DET","$2,100,000","$0","$2,100,000","$2,100,000","0.024","$2,100,000","$2,100,000","1","$2,100,000","$4,179,506","2024","28","29","198","6'3""",""
"","Alex Dickerson","2021","LF","SF","$2,100,000","$0","$2,100,000","$2,100,000","0.012","$2,100,000","$2,100,000","1","$2,100,000","$4,911,859","2023","30","31","235","6'3""",""
"","J.D. Davis","2021","3B","NYM","$2,100,000","$0","$2,100,000","$2,100,000","0.010","$2,100,000","$2,100,000","1","$2,100,000","$4,042,667","0","27","28","218","6'3""",""
"","John Gant","2021","RP","MIN","$2,100,000","$0","$2,100,000","$733,850","0.006","$733,850","$2,100,000","1","$2,100,000","$4,227,334","2023","28","28","200","6'4""",""
"","Hansel Robles","2021","RP","BOS","$2,000,000","$0","$2,075,000","$698,945","0.004","$773,945","$2,000,000","1","$2,000,000","$7,336,452","2022","30","30","220","6'0""",""
"","Steven Brault","2021","SP","PIT","$2,050,000","$0","$2,050,000","$2,050,000","0.038","$2,050,000","$2,050,000","1","$2,050,000","$3,580,760","2024","28","29","195","6'0""",""
"","Jorge Alfaro","2021","C","MIA","$2,050,000","$0","$2,050,000","$2,050,000","0.035","$2,050,000","$2,050,000","1","$2,050,000","$4,926,379","2024","27","28","230","6'3""",""
"","Matthew Strahm","2021","RP","SD","$2,050,000","$0","$2,050,000","$2,050,000","0.011","$2,050,000","$2,050,000","1","$2,050,000","$4,489,876","2023","29","29","190","6'2""",""
"","J.P. Crawford","2021","SS","SEA","$2,050,000","$0","$2,050,000","$2,050,000","0.025","$2,050,000","$2,050,000","1","$2,050,000","$5,546,137","2025","25","26","180","6'2""",""
"","Michael Taylor","2021","CF","KC","$1,750,000","$0","$2,000,000","$2,000,000","0.022","$2,000,000","$1,750,000","1","$1,750,000","$9,285,051","0","29","30","215","6'4""",""
"","Mike Foltynewicz","2021","SP","TEX","$2,000,000","$0","$2,000,000","$2,000,000","0.021","$2,000,000","$2,000,000","1","$2,000,000","$14,919,838","2023","29","29","200","6'4""",""
"","Aaron Bummer","2021","RP","CHW","$2,000,000","$0","$2,000,000","$2,000,000","0.014","$2,000,000","$3,200,000","5","$16,000,000","$3,421,731","2027","26","27","215","6'3""",""
"","Evan Marshall","2021","RP","CHW","$2,000,000","$0","$2,000,000","$2,000,000","0.014","$2,000,000","$2,000,000","1","$2,000,000","$4,672,485","2023","30","31","235","6'2""",""
"","Curt Casali","2021","C","SF","$1,500,000","$0","$2,000,000","$2,000,000","0.012","$2,000,000","$1,500,000","1","$1,500,000","$4,920,555","2023","32","32","220","6'2""",""
"","Jake McGee","2021","RP","SF","$2,000,000","$0","$2,000,000","$2,000,000","0.012","$2,000,000","$2,500,000","2","$5,000,000","$40,947,822","2024","34","34","229","6'4""",""
"","Mike Zunino","2021","C","TB","$2,000,000","$0","$2,000,000","$2,000,000","0.028","$2,000,000","$3,000,000","1","$3,000,000","$17,385,635","2023","29","30","235","6'2""",""
"","Brooks Raley","2021","RP","HOU","$2,000,000","$0","$2,000,000","$2,000,000","0.010","$2,000,000","$563,500","1","$563,500","$3,037,720","0","31","33","200","6'3""",""
"","Orlando Arcia","2021","SS","ATL","$2,000,000","$0","$2,000,000","$290,331","0.002","$978,523","$2,000,000","1","$2,000,000","$3,700,995","2023","26","26","187","6'0""",""
"","Adam Duvall","2021","RF","ATL","$2,000,000","$0","$2,000,000","$698,945","0.005","$698,945","$5,000,000","1","$5,000,000","$11,097,695","2023","32","32","215","6'1""",""
"","Harrison Bader","2021","CF","STL","$2,000,000","$0","$2,000,000","$2,000,000","0.013","$2,000,000","$2,000,000","1","$2,000,000","$3,766,913","0","26","27","210","6'0""",""
"","Jon Lester","2021","SP","STL","$2,000,000","$0","$2,000,000","$698,945","0.005","$698,945","$5,000,000","1","$5,000,000","$192,457,959","2022","36","37","240","6'4""",""
"","Pierce Johnson","2021","RP","SD","$2,000,000","$0","$2,000,000","$2,000,000","0.011","$2,000,000","$2,500,000","2","$5,000,000","$4,531,836","2023","28","30","200","6'2""",""
"","Austin Romine","2021","C","CHC","$1,500,000","$0","$2,000,000","$2,000,000","0.014","$2,000,000","$1,500,000","1","$1,500,000","$9,890,065","2022","32","32","220","6'1""",""
"","David Fletcher","2021","2B","LAA","$2,000,000","$0","$2,000,000","$2,000,000","0.011","$2,000,000","$5,200,000","5","$26,000,000","$3,513,445","2028","26","27","185","5'9""",""
"","Luke Weaver","2021","SP","ARI","$1,950,000","$0","$1,950,000","$1,950,000","0.021","$1,950,000","$1,950,000","1","$1,950,000","$5,427,240","2024","27","27","170","6'2""",""
"","Raimel Tapia","2021","LF","COL","$1,950,000","$0","$1,950,000","$1,950,000","0.017","$1,950,000","$1,950,000","1","$1,950,000","$3,433,890","2024","26","27","175","6'3""",""
"","Garrett Cooper","2021","RF","MIA","$1,900,000","$0","$1,900,000","$1,900,000","0.033","$1,900,000","$1,900,000","1","$1,900,000","$3,466,963","2024","30","30","235","6'5""",""
"","Yimi Garcia","2021","RP","HOU","$1,900,000","$0","$1,900,000","$684,405","0.004","$684,405","$1,900,000","1","$1,900,000","$4,933,510","2022","30","30","228","6'2""",""
"","Luke Jackson","2021","RP","ATL","$1,900,000","$0","$1,900,000","$1,900,000","0.012","$1,900,000","$1,900,000","1","$1,900,000","$6,224,145","0","29","29","210","6'2""",""
"","Mitch Garver","2021","C","MIN","$1,875,000","$0","$1,875,000","$1,875,000","0.016","$1,875,000","$1,875,000","1","$1,875,000","$3,398,665","2024","29","30","220","6'1""",""
"","Pedro Severino","2021","C","BAL","$1,825,000","$0","$1,825,000","$1,825,000","0.043","$1,825,000","$1,825,000","1","$1,825,000","$3,421,604","2024","27","27","235","6'1""",""
"","Collin McHugh","2021","RP","TB","$1,800,000","$0","$1,800,000","$1,800,000","0.025","$1,800,000","$1,800,000","1","$1,800,000","$18,554,315","2022","33","34","190","6'2""",""
"","Frankie Montas","2021","SP","OAK","$1,800,000","$0","$1,800,000","$1,800,000","0.020","$1,800,000","$1,800,000","1","$1,800,000","$3,275,288","0","27","28","255","6'2""",""
"","David Phelps","2021","RP","TOR","$1,750,000","$0","$1,750,000","$1,750,000","0.012","$1,750,000","$1,750,000","1","$1,750,000","$21,058,813","2022","34","34","198","6'2""",""
"","Ryan Tepera","2021","RP","CHW","$800,000","$0","$1,750,000","$283,866","0.002","$1,233,866","$800,000","1","$800,000","$5,225,863","2022","33","33","195","6'1""",""
"","Darren O'Day","2021","RP","NYY","$1,750,000","$0","$1,750,000","$1,750,000","0.009","$1,750,000","$1,575,000","2","$3,150,000","$47,277,033","2023","38","38","220","6'4""",""
"","Tyler Clippard","2021","RP","ARI","$1,750,000","$0","$1,750,000","$1,750,000","0.019","$1,750,000","$2,250,000","1","$2,250,000","$42,432,518","2023","35","36","200","6'3""",""
"","Asdrubal Cabrera","2021","2B","CIN","$1,750,000","$0","$1,750,000","$348,133","0.003","$348,133","$1,750,000","1","$1,750,000","$66,415,258","2022","35","35","235","6'0""",""
"","Kendall Graveman","2021","RP/CL","HOU","$1,250,000","$0","$1,750,000","$456,960","0.002","$956,960","$1,250,000","1","$1,250,000","$7,306,758","2022","30","30","200","6'2""",""
"","Fernando Tatis Jr.","2021","SS","SD","$1,000,000","$714,286","$1,714,285","$1,714,285","0.010","$11,000,000","$24,285,714","14","$340,000,000","$12,474,185","2035","21","22","217","6'3""",""
"","Chris Flexen","2021","SP","SEA","$1,400,000","$300,000","$1,700,000","$1,700,000","0.020","$2,000,000","$2,375,000","2","$4,750,000","$2,296,588","2027","26","27","250","6'3""",""
"","Jake Junis","2021","RP","KC","$1,700,000","$0","$1,700,000","$1,700,000","0.019","$1,700,000","$1,700,000","1","$1,700,000","$3,951,769","0","28","28","220","6'3""",""
"","Carson Kelly","2021","C","ARI","$1,700,000","$0","$1,700,000","$1,700,000","0.019","$1,700,000","$1,700,000","1","$1,700,000","$4,866,661","0","26","26","220","6'2""",""
"","Richard Rodriguez","2021","RP","ATL","$1,700,000","$0","$1,700,000","$594,100","0.004","$594,100","$1,700,000","1","$1,700,000","$3,132,428","2024","30","31","220","6'4""",""
"","Miguel Castro","2021","RP","NYM","$1,687,500","$0","$1,687,500","$1,687,500","0.008","$1,687,500","$1,687,500","1","$1,687,500","$3,958,429","0","26","26","205","6'7""",""
"","Manuel Pina","2021","C","MIL","$1,650,000","$0","$1,650,000","$1,650,000","0.017","$1,650,000","$1,650,000","1","$1,650,000","$5,732,762","0","33","34","222","6'0""",""
"","Hirokazu Sawamura","2021","RP","BOS","$1,200,000","$0","$1,600,000","$1,600,000","0.009","$1,600,000","$1,500,000","2","$3,000,000","$1,600,000","2024","32","33","212","6'0""",""
"","Kevin Plawecki","2021","C","BOS","$1,600,000","$0","$1,600,000","$1,600,000","0.009","$1,600,000","$1,600,000","1","$1,600,000","$6,074,095","0","29","30","208","6'2""",""
"","Emilio Pagan","2021","RP","SD","$1,570,000","$0","$1,570,000","$1,570,000","0.009","$1,570,000","$1,570,000","1","$1,570,000","$3,026,958","2024","29","30","208","6'2""",""
"","Brent Suter","2021","RP","MIL","$1,500,000","$0","$1,550,000","$1,550,000","0.016","$1,550,000","$1,250,000","2","$2,500,000","$3,566,140","0","30","31","213","6'4""",""
"","Sean Doolittle","2021","RP","SEA","$1,500,000","$0","$1,500,000","$306,470","0.004","$306,470","$1,500,000","1","$1,500,000","$21,872,407","0","34","34","204","6'2""",""
"","Trevor Cahill","2021","SP","PIT","$1,500,000","$0","$1,500,000","$1,500,000","0.028","$1,500,000","$1,500,000","1","$1,500,000","$50,702,256","2022","32","33","230","6'4""",""
"","Jarrod Dyson","2021","CF","TOR","$1,500,000","$0","$1,500,000","$298,405","0.002","$298,405","$1,500,000","1","$1,500,000","$17,679,366","2022","36","36","165","5'9""",""
"","Chasen Shreve","2021","RP","PIT","$1,500,000","$0","$1,500,000","$1,169,425","0.022","$1,500,000","$1,500,000","1","$1,500,000","$5,078,527","2022","30","30","195","6'4""",""
"","Ervin Santana","2021","RP","KC","$1,500,000","$0","$1,500,000","$1,500,000","0.016","$1,500,000","$1,500,000","1","$1,500,000","$109,651,027","2022","38","38","175","6'2""",""
"","Charlie Culberson","2021","2B","TEX","$1,500,000","$0","$1,500,000","$1,500,000","0.016","$1,500,000","$1,500,000","1","$1,500,000","$5,789,210","0","31","32","200","6'1""",""
"","Joe Jimenez","2021","RP","DET","$1,500,000","$0","$1,500,000","$1,500,000","0.017","$1,500,000","$1,500,000","1","$1,500,000","$3,152,255","2024","25","26","272","6'3""",""
"","Wily Peralta","2021","SP","DET","$1,500,000","$0","$1,500,000","$887,150","0.010","$1,500,000","$1,500,000","1","$1,500,000","$15,810,500","0","31","32","255","6'1""",""
"","Amir Garrett","2021","RP","CIN","$1,500,000","$0","$1,500,000","$1,500,000","0.012","$1,500,000","$1,500,000","1","$1,500,000","$4,113,478","2024","28","29","239","6'5""",""
"","Tyler Naquin","2021","RF","CIN","$1,500,000","$0","$1,500,000","$1,500,000","0.012","$1,500,000","$1,500,000","1","$1,500,000","$5,499,170","2023","29","30","195","6'2""",""
"","Travis Shaw","2021","1B","BOS","$1,500,000","$0","$1,500,000","$395,185","0.002","$395,185","$1,500,000","1","$1,500,000","$9,792,551","2022","30","31","230","6'4""",""
"","Ehire Adrianza","2021","SS","ATL","$1,500,000","$0","$1,500,000","$1,500,000","0.010","$1,500,000","$1,500,000","1","$1,500,000","$6,367,332","0","31","31","195","6'1""",""
"","Joe Ross","2021","SP","WSH","$1,500,000","$0","$1,500,000","$1,500,000","0.010","$1,500,000","$1,500,000","1","$1,500,000","$6,728,049","2023","27","28","220","6'4""",""
"","Jed Lowrie","2021","2B","OAK","$1,500,000","$0","$1,500,000","$1,500,000","0.017","$1,500,000","$1,500,000","1","$1,500,000","$55,071,333","2022","36","37","180","6'0""",""
"","Carlos Estevez","2021","RP","COL","$1,450,000","$0","$1,450,000","$1,450,000","0.013","$1,450,000","$1,450,000","1","$1,450,000","$3,425,680","2023","28","28","277","6'6""",""
"","Richard Bleier","2021","RP","MIA","$1,425,000","$0","$1,425,000","$1,425,000","0.025","$1,425,000","$1,425,000","1","$1,425,000","$3,710,751","2023","33","34","215","6'3""",""
"","Dan Vogelbach","2021","1B","MIL","$1,400,000","$0","$1,400,000","$1,400,000","0.014","$1,400,000","$1,400,000","1","$1,400,000","$4,152,630","2025","28","28","270","6'0""",""
"","Caleb Smith","2021","SP","ARI","$1,386,240","$0","$1,386,240","$1,386,240","0.015","$1,386,240","$1,465,000","1","$1,465,000","$3,525,334","2024","29","29","205","6'2""",""
"","Adam Engel","2021","LF","CHW","$1,375,000","$0","$1,375,000","$1,375,000","0.010","$1,375,000","$1,375,000","1","$1,375,000","$2,930,609","0","29","29","220","6'2""",""
"","Jesse Hahn","2021","RP","KC","$1,350,000","$0","$1,350,000","$1,350,000","0.015","$1,350,000","$1,750,000","1","$1,750,000","$5,222,685","2022","31","31","205","6'5""",""
"","Evan White","2021","1B","SEA","$1,300,000","$0","$1,300,000","$1,300,000","0.016","$1,300,000","$4,000,000","6","$24,000,000","$4,906,481","2029","23","25","205","6'3""",""
"","Jacob Stallings","2021","C","PIT","$1,300,000","$0","$1,300,000","$1,300,000","0.024","$1,300,000","$1,300,000","1","$1,300,000","$2,593,238","2025","31","31","225","6'5""",""
"","Robert Gsellman","2021","RP","NYM","$1,300,000","$0","$1,300,000","$1,300,000","0.007","$1,300,000","$1,300,000","1","$1,300,000","$3,109,765","2023","27","27","205","6'4""",""
"","A.J. Minter","2021","RP","ATL","$1,300,000","$0","$1,300,000","$1,300,000","0.009","$1,300,000","$1,300,000","1","$1,300,000","$3,574,183","0","27","27","215","6'0""",""
"","Victor Caratini","2021","C","SD","$1,300,000","$0","$1,300,000","$1,300,000","0.007","$1,300,000","$1,300,000","1","$1,300,000","$3,540,752","0","27","27","215","6'1""",""
"","Elias Diaz","2021","C","COL","$1,200,000","$0","$1,300,000","$1,300,000","0.011","$1,300,000","$1,200,000","1","$1,200,000","$3,042,178","0","30","30","223","6'1""",""
"","Ken Giles","2021","RP","SEA","$1,000,000","$275,000","$1,275,000","$1,275,000","0.015","$1,550,000","$3,500,000","2","$7,000,000","$18,161,599","2024","30","30","210","6'3""",""
"","Darin Ruf","2021","1B","SF","$1,275,000","$0","$1,275,000","$1,275,000","0.007","$1,275,000","$1,275,000","1","$1,275,000","$2,848,648","2024","34","34","250","6'3""",""
"","Juan Lagares","2021","CF","LAA","$1,250,000","$0","$1,250,000","$1,216,320","0.007","$1,250,000","$1,250,000","1","$1,250,000","$26,238,008","2023","31","32","215","6'1""",""
"","Wade Davis","2021","RP","KC","$1,250,000","$0","$1,250,000","$1,250,000","0.014","$1,250,000","$1,250,000","1","$1,250,000","$79,001,196","2022","35","35","225","6'5""",""
"","Billy Hamilton","2021","CF","CHW","$1,250,000","$0","$1,250,000","$1,250,000","0.009","$1,250,000","$1,250,000","1","$1,250,000","$16,532,176","2022","30","30","160","6'0""",""
"","Heath Hembree","2021","RP","NYM","$1,250,000","$0","$1,250,000","$295,680","0.002","$295,680","$1,250,000","1","$1,250,000","$5,065,340","0","31","32","220","6'4""",""
"","Ryan Brasier","2021","RP","BOS","$1,250,000","$0","$1,250,000","$1,250,000","0.007","$1,250,000","$1,250,000","1","$1,250,000","$2,825,063","2024","33","33","227","6'0""",""
"","Jimmy Nelson","2021","RP","LAD","$1,250,000","$0","$1,250,000","$1,250,000","0.005","$1,250,000","$1,250,000","1","$1,250,000","$11,869,996","2022","31","32","250","6'6""",""
"","Josh Harrison","2021","2B","OAK","$1,000,000","$0","$1,250,000","$349,440","0.004","$599,440","$1,000,000","1","$1,000,000","$32,548,779","2022","33","33","185","5'8""",""
"","Erik Gonzalez","2021","SS","PIT","$1,225,000","$0","$1,225,000","$1,225,000","0.023","$1,225,000","$1,225,000","1","$1,225,000","$3,130,663","0","29","29","205","6'3""",""
"","Mike Mayers","2021","RP","LAA","$1,200,000","$0","$1,200,000","$1,200,000","0.007","$1,200,000","$1,200,000","1","$1,200,000","$2,982,661","2024","29","29","200","6'3""",""
"","Matt Wisler","2021","RP","TB","$1,150,000","$0","$1,200,000","$698,679","0.010","$748,679","$1,150,000","1","$1,150,000","$3,599,020","2023","28","28","215","6'3""",""
"","Keone Kela","2021","RP","SD","$1,200,000","$0","$1,200,000","$1,200,000","0.007","$1,200,000","$1,200,000","1","$1,200,000","$8,623,340","2022","27","28","220","6'1""",""
"","Yonny Chirinos","2021","SP","TB","$1,175,000","$0","$1,175,000","$1,175,000","0.017","$1,175,000","$1,175,000","1","$1,175,000","$2,358,873","2025","27","27","225","6'2""",""
"","Austin Slater","2021","LF","SF","$1,150,000","$0","$1,150,000","$1,150,000","0.007","$1,150,000","$1,150,000","1","$1,150,000","$2,504,986","0","28","28","197","6'2""",""
"","Chaz Roe","2021","RP","TB","$1,150,000","$0","$1,150,000","$1,150,000","0.016","$1,150,000","$1,150,000","1","$1,150,000","$6,940,482","2022","34","34","190","6'5""",""
"","Chris Stratton","2021","RP","PIT","$1,100,000","$0","$1,100,000","$1,100,000","0.020","$1,100,000","$1,100,000","1","$1,100,000","$4,500,112","2024","30","30","205","6'2""",""
"","Andrew Knapp","2021","C","PHI","$1,100,000","$0","$1,100,000","$1,100,000","0.006","$1,100,000","$1,100,000","1","$1,100,000","$3,996,883","2023","29","29","189","6'1""",""
"","Ryne Stanek","2021","RP","HOU","$1,100,000","$0","$1,100,000","$1,100,000","0.006","$1,100,000","$1,100,000","1","$1,100,000","$4,253,886","2024","29","29","226","6'4""",""
"","Luis Cessa","2021","RP","CIN","$1,050,000","$0","$1,050,000","$378,215","0.003","$1,050,000","$1,050,000","1","$1,050,000","$3,459,058","2024","28","29","208","6'0""",""
"","Tony Kemp","2021","2B","OAK","$1,050,000","$0","$1,050,000","$1,050,000","0.012","$1,050,000","$1,050,000","1","$1,050,000","$2,673,334","2024","29","29","160","5'6""",""
"","Tommy Kahnle","2021","RP","LAD","$750,000","$275,000","$1,025,000","$1,025,000","0.004","$1,300,000","$2,625,000","2","$5,250,000","$6,675,891","0","31","31","235","6'1""",""
"","David Bote","2021","2B","CHC","$1,000,000","$10,000","$1,010,000","$1,010,000","0.007","$1,000,000","$3,000,000","5","$15,000,000","$2,356,352","2027","26","28","205","6'1""",""
"","Jhoulys Chacin","2021","RP","COL","$1,000,000","$0","$1,000,000","$1,000,000","0.009","$1,000,000","$1,000,000","1","$1,000,000","$28,989,595","2022","32","33","215","6'3""",""
"","C.J. Cron","2021","1B","COL","$1,000,000","$0","$1,000,000","$1,000,000","0.009","$1,000,000","$1,000,000","1","$1,000,000","$13,694,674","0","30","31","235","6'4""",""
"","Steve Cishek","2021","RP","LAA","$1,000,000","$0","$1,000,000","$1,000,000","0.006","$1,000,000","$1,000,000","1","$1,000,000","$40,711,359","2022","34","35","215","6'6""",""
"","John Axford","2021","RP","MIL","$1,000,000","$0","$1,000,000","$338,710","0.003","$338,709","$1,000,000","1","$1,000,000","$25,306,209","0","37","38","234","6'5""",""
"","Hunter Strickland","2021","RP","MIL","$1,000,000","$0","$1,000,000","$607,488","0.006","$607,488","$1,000,000","1","$1,000,000","$6,126,845","2022","32","32","225","6'3""",""
"","Brian Goodwin","2021","RF","CHW","$1,000,000","$0","$1,000,000","$618,240","0.004","$1,000,000","$1,000,000","1","$1,000,000","$6,606,453","2023","30","30","200","6'0""",""
"","Matt Harvey","2021","SP","BAL","$1,000,000","$0","$1,000,000","$1,000,000","0.024","$1,000,000","$1,000,000","1","$1,000,000","$31,845,822","2022","31","32","220","6'4""",""
"","Anthony Bass","2021","RP","MIA","$1,000,000","$0","$1,000,000","$1,000,000","0.017","$1,000,000","$2,500,000","2","$5,000,000","$4,806,283","2024","33","33","200","6'2""",""
"","Tony Watson","2021","RP","SF","$1,000,000","$0","$1,000,000","$349,440","0.002","$349,440","$1,000,000","1","$1,000,000","$26,899,592","2022","35","36","218","6'3""",""
"","Chris Devenski","2021","RP","ARI","$1,000,000","$0","$1,000,000","$1,000,000","0.011","$1,000,000","$1,000,000","1","$1,000,000","$4,926,941","2022","30","30","210","6'3""",""
"","Jose Martinez","2021","1B","NYM","$1,000,000","$0","$1,000,000","$1,000,000","0.005","$1,000,000","$1,000,000","1","$1,000,000","$4,082,308","2023","32","32","215","6'6""",""
"","Jose Alvarado","2021","RP","PHI","$1,000,000","$0","$1,000,000","$1,000,000","0.005","$1,000,000","$1,000,000","1","$1,000,000","$2,635,975","2024","25","26","245","6'2""",""
"","T.J. McFarland","2021","RP","STL","$1,000,000","$0","$1,000,000","$424,704","0.003","$424,704","$1,000,000","1","$1,000,000","$5,217,336","0","31","32","200","6'3""",""
"","Scott Alexander","2021","RP","LAD","$1,000,000","$0","$1,000,000","$1,000,000","0.004","$1,000,000","$1,000,000","1","$1,000,000","$3,225,965","0","31","31","195","6'2""",""
"","Cole Hamels","2021","SP","LAD","$1,000,000","$0","$1,000,000","$1,000,000","0.004","$1,000,000","$1,000,000","1","$1,000,000","$204,443,666","0","37","37","205","6'4""",""
"","Josh Tomlin","2021","RP","ATL","$1,000,000","$0","$1,000,000","$1,000,000","0.007","$1,000,000","$1,250,000","1","$1,250,000","$15,228,870","2023","36","36","190","6'1""",""
"","Jake Marisnick","2021","CF","SD","$1,000,000","$0","$1,000,000","$349,440","0.002","$349,440","$1,500,000","1","$1,500,000","$10,654,834","2023","29","30","220","6'4""",""
"","Jordy Mercer","2021","SS","WSH","$1,000,000","$0","$1,000,000","$1,000,000","0.007","$1,000,000","$1,000,000","1","$1,000,000","$21,942,816","2022","34","34","210","6'3""",""
"","Ryan Zimmerman","2021","1B","WSH","$1,000,000","$0","$1,000,000","$1,000,000","0.007","$1,000,000","$1,000,000","1","$1,000,000","$140,892,000","2022","36","36","215","6'3""",""
"","Robinson Chirinos","2021","C","CHC","$1,000,000","$0","$1,000,000","$483,840","0.003","$483,840","$1,000,000","1","$1,000,000","$16,927,193","2022","36","37","220","6'1""",""
"","Matt Duffy","2021","3B","CHC","$1,000,000","$0","$1,000,000","$1,000,000","0.007","$1,000,000","$1,000,000","1","$1,000,000","$6,455,269","2022","29","30","190","6'2""",""
"","Jose Lobaton","2021","C","CHC","$1,000,000","$0","$1,000,000","$612,903","0.004","$612,903","$1,000,000","1","$1,000,000","$9,051,083","2022","36","36","212","6'1""",""
"","Dylan Floro","2021","RP/CL","MIA","$975,000","$0","$975,000","$975,000","0.017","$975,000","$975,000","1","$975,000","$2,493,126","2024","30","30","203","6'2""",""
"","Phil Maton","2021","RP","HOU","$975,000","$0","$975,000","$340,730","0.002","$340,730","$975,000","1","$975,000","$2,333,772","2024","27","28","206","6'2""",""
"","Jose Cisnero","2021","RP","DET","$970,000","$0","$970,000","$970,000","0.011","$970,000","$970,000","1","$970,000","$2,144,943","2024","31","32","245","6'3""",""
"","Jarlin Garcia","2021","RP","SF","$950,000","$0","$950,000","$950,000","0.006","$950,000","$950,000","1","$950,000","$3,094,935","2024","27","28","215","6'3""",""
"","Luis Avilan","2021","RP","WSH","$950,000","$0","$950,000","$950,000","0.007","$950,000","$950,000","1","$950,000","$10,107,757","2022","31","31","220","6'2""",""
"","Adam Cimber","2021","RP","TOR","$925,000","$0","$925,000","$477,408","0.003","$477,408","$925,000","1","$925,000","$2,196,286","2024","30","30","195","6'3""",""
"","Wandy Peralta","2021","RP","NYY","$925,000","$0","$925,000","$795,000","0.004","$795,000","$925,000","1","$925,000","$3,068,426","0","29","29","220","6'0""",""
"","Derek Holland","2021","RP","DET","$925,000","$0","$925,000","$925,000","0.011","$925,000","$925,000","1","$925,000","$45,991,610","2022","34","34","213","6'2""",""
"","Lou Trivino","2021","RP","OAK","$912,500","$0","$912,500","$912,500","0.010","$912,500","$912,500","1","$912,500","$2,255,216","0","29","29","235","6'5""",""
"","Alexander Reyes","2021","RP","STL","$900,000","$0","$900,000","$900,000","0.006","$900,000","$900,000","1","$900,000","$3,285,131","2024","26","26","220","6'4""",""
"","Grant Dayton","2021","RP","ATL","$900,000","$0","$900,000","$900,000","0.006","$900,000","$900,000","1","$900,000","$3,004,519","2023","33","33","210","6'2""",""
"","Adam Morgan","2021","RP","CHC","$900,000","$0","$900,000","$464,544","0.003","$464,544","$900,000","1","$900,000","$4,126,371","2022","30","31","200","6'1""",""
"","Tom Murphy","2021","C","SEA","$875,000","$0","$875,000","$875,000","0.010","$875,000","$875,000","1","$875,000","$2,787,283","2024","29","30","218","6'1""",""
"","Pat Valaika","2021","SS","BAL","$875,000","$0","$875,000","$606,816","0.014","$606,816","$875,000","1","$875,000","$2,220,676","2024","28","28","200","6'0""",""
"","Jordan Hicks","2021","RP","STL","$862,500","$0","$862,500","$862,500","0.006","$862,500","$862,500","1","$862,500","$2,562,500","2024","24","24","185","6'2""",""
"","Rex Brothers","2021","RP","CHC","$850,000","$0","$850,000","$850,000","0.006","$850,000","$850,000","1","$850,000","$6,352,972","2022","33","33","205","6'0""",""
"","Robert Stephenson","2021","RP","COL","$805,000","$0","$805,000","$805,000","0.007","$805,000","$805,000","1","$805,000","$4,224,374","2024","27","28","205","6'3""",""
"","Drew Steckenrider","2021","RP","SEA","$800,000","$0","$800,000","$800,000","0.010","$800,000","$800,000","1","$800,000","$3,085,520","2024","29","30","215","6'5""",""
"","Ronald Torreyes","2021","2B","PHI","$800,000","$0","$800,000","$800,000","0.004","$800,000","$800,000","1","$800,000","$3,162,654","2024","28","28","151","5'8""",""
"","Oliver Drake","2021","RP","TB","$775,000","$0","$775,000","$775,000","0.011","$775,000","$775,000","1","$775,000","$2,933,224","2023","33","34","220","6'4""",""
"","Junior Guerra","2021","RP","LAA","$750,000","$0","$750,000","$750,000","0.004","$750,000","$750,000","1","$750,000","$5,548,191","2023","35","36","235","6'0""",""
"","Jacob Barnes","2021","RP","TOR","$750,000","$0","$750,000","$169,344","0.001","$169,344","$750,000","1","$750,000","$2,486,638","2023","30","31","220","6'2""",""
"","Andrew Kittredge","2021","RP","TB","$750,000","$0","$750,000","$750,000","0.011","$750,000","$750,000","1","$750,000","$1,677,618","2025","30","31","230","6'1""",""
"","Jonathan Holder","2021","RP","CHC","$750,000","$0","$750,000","$750,000","0.005","$750,000","$750,000","1","$750,000","$4,231,931","2024","27","28","232","6'2""",""
"","Seranthony Dominguez","2021","RP/CL","PHI","$727,500","$0","$727,500","$610,116","0.003","$610,116","$727,500","1","$727,500","$1,841,493","0","26","26","185","6'1""",""
"","Randy Dobnak","2021","RP","MIN","$700,000","$0","$700,000","$700,000","0.006","$700,000","$1,850,000","5","$9,250,000","$998,908","2029","25","26","230","6'1""",""
"","Caleb Thielbar","2021","RP","MIN","$700,000","$0","$700,000","$700,000","0.006","$700,000","$700,000","1","$700,000","$1,783,182","0","33","34","205","6'0""",""
"","Kohl Stewart","2021","SP","CHC","$700,000","$0","$700,000","$402,641","0.003","$402,641","$700,000","1","$700,000","$5,514,765","0","26","26","200","6'3""",""
"","Devin Williams","2021","RP/CL","MIL","$681,100","$0","$681,100","$681,100","0.007","$681,100","$681,100","1","$681,100","$2,042,421","0","26","26","165","6'3""",""
