"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Age","Age","Weight","Height",""
"","Luis Exposito","2012","C","BAL","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$0","0","24","25","0","0'0""",""
"","Josh Lueke","2012","RP","TB","$480,000","$0","$480,000","$480,000","0.007","$0","$480,000","1","$480,000","$0","0","27","27","0","0'0""",""
"","Ryan Flaherty","2012","3B","BAL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$480,000","0","25","25","220","6'3""",""
"","D.J. LeMahieu","2012","2B","COL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$1,107,886","0","23","23","220","6'4""",""
"","Deunte Heath","2012","RP","CHW","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","26","26","0","0'0""",""
"","Cesar Ramos","2012","RP","TB","$480,000","$0","$480,000","$480,000","0.007","$480,000","$480,000","1","$480,000","$2,248,000","0","27","28","200","6'2""",""
"","Tony Abreu","2012","2B","KC","$480,000","$0","$480,000","$480,000","0.007","$0","$480,000","1","$480,000","$0","0","27","27","0","0'0""",""
"","Miguel Gonzalez","2012","SP","BAL","$480,000","$0","$480,000","$317,377","0.004","$317,377","$480,000","1","$480,000","$317,377","0","27","28","170","6'1""",""
"","Guillermo Moscoso","2012","SP","COL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$1,696,000","0","28","28","0","0'0""",""
"","Irving Falu","2012","SS","KC","$480,000","$0","$480,000","$480,000","0.007","$0","$480,000","1","$480,000","$0","0","28","29","185","5'9""",""
"","Will Rhymes","2012","2B","TB","$480,000","$0","$480,000","$480,000","0.007","$0","$480,000","1","$480,000","$0","2013","28","29","0","0'0""",""
"","Nate Jones","2012","RP","CHW","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$608,700","0","25","26","220","6'5""",""
"","Bobby Abreu","2012","LF","LAD","$480,000","$0","$480,000","$401,311","0.003","$401,311","$480,000","1","$480,000","$401,311","2013","37","38","0","0'0""",""
"","L.J. Hoes","2012","CF","BAL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$970,000","0","21","22","195","6'0""",""
"","Tommy Hottovy","2012","RP","KC","$480,000","$0","$480,000","$480,000","0.007","$0","$480,000","1","$480,000","$97,278","0","30","30","0","0'0""",""
"","Rich Thompson","2012","RP","TB","$480,000","$0","$480,000","$480,000","0.007","$0","$480,000","1","$480,000","$675,070","2013","27","28","0","0'0""",""
"","Ronald Belisario","2012","RP","LAD","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,707,000","0","29","29","202","6'3""",""
"","Charlie Leesman","2012","RP","CHW","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","24","25","0","0'0""",""
"","Carter Capps","2012","RP","SEA","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$980,000","0","21","21","230","6'5""",""
"","Steve Johnson","2012","RP","BAL","$480,000","$0","$480,000","$306,885","0.004","$306,885","$480,000","1","$480,000","$306,885","0","24","24","220","6'1""",""
"","Juan Nicasio","2012","RP","COL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$894,000","2013","25","25","252","0'0""",""
"","Alex Castellanos","2012","SP","LAD","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","25","26","0","0'0""",""
"","Jose Lopez","2012","3B","CHW","$480,000","$0","$480,000","$91,803","0.001","$91,803","$480,000","1","$480,000","$585,792","0","28","28","0","0'0""",""
"","Charlie Furbush","2012","RP","SEA","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$1,047,000","0","25","26","215","6'5""",""
"","Stephen Vogt","2012","C","TB","$480,000","$0","$480,000","$480,000","0.007","$480,000","$480,000","1","$480,000","$480,000","0","27","27","225","6'0""",""
"","Luis Cruz","2012","3B","LAD","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","27","28","0","0'0""",""
"","Manny Machado","2012","3B","BAL","$480,000","$0","$480,000","$112,786","0.001","$112,786","$480,000","1","$480,000","$5,362,786","0","19","19","218","6'3""",""
"","Jhan Marinez","2012","RP","CHW","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","23","23","200","6'1""",""
"","Jake Odorizzi","2012","SP","KC","$480,000","$0","$480,000","$480,000","0.007","$480,000","$480,000","1","$480,000","$1,540,000","0","21","22","190","6'2""",""
"","Luis Jimenez","2012","3B","SEA","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$0","0","23","24","170","0'0""",""
"","John Ely","2012","RP","LAD","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","25","26","0","0'0""",""
"","Josh Kinney","2012","RP","SEA","$480,000","$0","$480,000","$249,180","0.003","$249,180","$480,000","1","$480,000","$1,741,457","2013","32","33","0","0'0""",""
"","Joe Mahoney","2012","1B","BAL","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$0","0","24","25","0","0'0""",""
"","Nestor Molina","2012","RP","CHW","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","22","23","220","6'1""",""
"","Adam Ottavino","2012","RP","COL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$1,617,996","0","26","26","246","6'5""",""
"","Clint Robinson","2012","1B","KC","$480,000","$0","$480,000","$480,000","0.007","$0","$480,000","1","$480,000","$0","0","26","27","242","6'5""",""
"","Lucas Luetge","2012","RP","SEA","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$480,000","0","24","25","205","6'4""",""
"","Derrick Robinson","2012","CF","KC","$480,000","$0","$480,000","$480,000","0.007","$0","$480,000","1","$480,000","$0","2013","24","24","0","0'0""",""
"","Stephen Fife","2012","SP","LAD","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","25","25","230","6'3""",""
"","Zach Phillips","2012","RP","BAL","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$0","2013","25","25","0","0'0""",""
"","Brian Omogrosso","2012","RP","CHW","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","27","28","0","0'0""",""
"","Yoervis Medina","2012","RP","SEA","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$894,000","0","23","23","210","6'3""",""
"","Jordan Pacheco","2012","3B","COL","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$73,000","0","25","26","200","6'1""",""
"","D.J. Mitchell","2012","RP","SEA","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$0","0","24","25","0","0'0""",""
"","Chris Tillman","2012","SP","BAL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$1,443,448","0","23","24","200","6'5""",""
"","Jose Quintana","2012","SP","CHW","$480,000","$0","$480,000","$348,852","0.003","$348,852","$480,000","1","$480,000","$398,852","0","22","23","220","6'1""",""
"","Alfredo Silverio","2012","RF","LAD","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","24","25","0","0'0""",""
"","Will Smith","2012","RP","KC","$480,000","$0","$480,000","$480,000","0.007","$480,000","$480,000","1","$480,000","$630,000","0","22","22","255","6'5""",""
"","Drew Pomeranz","2012","SP","COL","$480,000","$0","$480,000","$309,514","0.004","$309,514","$480,000","1","$480,000","$3,009,278","0","23","23","246","6'5""",""
"","Shawn Tolleson","2012","RP","LAD","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","23","24","225","6'2""",""
"","Carlos Peguero","2012","LF","SEA","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$480,000","0","24","25","0","6'5""",""
"","Addison Reed","2012","RP","CHW","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$903,806","0","23","23","230","6'4""",""
"","Scott Van Slyke","2012","LF","LAD","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","25","25","220","6'5""",""
"","Ryan Verdugo","2012","RP","KC","$480,000","$0","$480,000","$480,000","0.007","$0","$480,000","1","$480,000","$0","0","24","25","0","0'0""",""
"","Stephen Pryor","2012","RP","SEA","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$153,000","0","22","22","245","6'4""",""
"","Zach Putnam","2012","RP","COL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$1,118,459","2013","24","24","220","0'0""",""
"","Josh Wall","2012","RP","LAD","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","24","25","0","0'0""",""
"","Hector Santiago","2012","RP","CHW","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$894,000","0","24","24","215","6'0""",""
"","Chris Withrow","2012","RP","LAD","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,830,000","0","22","23","240","6'3""",""
"","Trayvon Robinson","2012","LF","SEA","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$0","0","24","24","0","0'0""",""
"","Mauricio Robles","2012","RP","SEA","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$0","0","22","23","0","0'0""",""
"","Donnie Veal","2012","RP","CHW","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","27","27","231","6'4""",""
"","Josh Rutledge","2012","SS","COL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$775,000","0","22","23","190","6'1""",""
"","Chance Ruffin","2012","RP","SEA","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$0","0","23","23","0","0'0""",""
"","Carlos Torres","2012","RP","COL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$1,281,500","0","29","29","180","6'1""",""
"","Carlos Triunfel","2012","SS","SEA","$480,000","$0","$480,000","$480,000","0.006","$0","$480,000","1","$480,000","$0","0","21","22","0","0'0""",""
"","Hector Ambriz","2012","RP","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$400,000","0","27","28","0","0'0""",""
"","Alex White","2012","RP","COL","$480,000","$0","$480,000","$480,000","0.006","$480,000","$480,000","1","$480,000","$2,730,000","0","23","23","215","6'3""",""
"","Brad Brach","2012","RP","SD","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$570,491","0","25","26","215","6'6""",""
"","Brandon Barnes","2012","CF","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$610,000","0","25","26","210","6'2""",""
"","Cory Burns","2012","RP","SD","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$515,000","0","24","24","0","0'0""",""
"","Paul Clemens","2012","SP","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$630,000","0","23","24","206","6'3""",""
"","Miles Mikolas","2012","SP","SD","$480,000","$0","$480,000","$272,787","0.004","$272,786","$480,000","1","$480,000","$397,786","0","23","23","220","6'5""",""
"","Josh Spence","2012","RP","SD","$480,000","$0","$480,000","$480,000","0.008","$0","$480,000","1","$480,000","$0","0","23","24","0","0'0""",""
"","Carlos Corporan","2012","C","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$894,000","0","27","28","240","6'2""",""
"","Eric Stults","2012","SP","SD","$480,000","$0","$480,000","$367,213","0.006","$367,213","$480,000","1","$480,000","$1,539,213","0","32","32","231","6'2""",""
"","Phillippe Aumont","2012","RP","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$1,900,000","0","22","23","240","6'7""",""
"","Rhiner Cruz","2012","RP","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$0","0","25","25","215","6'2""",""
"","Dale Thayer","2012","RP","SD","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$1,294,000","0","31","31","195","6'0""",""
"","Nick Vincent","2012","RP","SD","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$480,000","0","25","25","185","6'0""",""
"","Domonic Brown","2012","LF","PHI","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$1,094,000","0","24","24","223","6'5""",""
"","Andrew Werner","2012","RP","SD","$480,000","$0","$480,000","$480,000","0.008","$0","$480,000","1","$480,000","$0","0","24","25","0","0'0""",""
"","Enerio Del Rosario","2012","RP","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$0","0","26","26","0","0'0""",""
"","Tyson Brummett","2012","RP","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","27","27","0","0'0""",""
"","Joe Wieland","2012","SP","SD","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$743,000","0","21","22","205","6'2""",""
"","Tyler Cloyd","2012","RP","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","24","25","190","6'3""",""
"","Matt Dominguez","2012","3B","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$2,694,000","0","22","22","220","6'2""",""
"","Justin De Fratus","2012","RP","PHI","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$894,000","0","24","24","224","6'4""",""
"","Oswaldo Arcia","2012","LF","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","20","21","225","6'0""",""
"","Chuck Fick","2012","RP","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$0","0","26","26","0","0'0""",""
"","Joe Benson","2012","LF","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","23","24","0","0'0""",""
"","Jake Diekman","2012","RP","PHI","$480,000","$0","$480,000","$299,016","0.002","$299,016","$480,000","1","$480,000","$299,016","0","24","25","195","6'4""",""
"","Drew Butera","2012","C","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,874,000","0","28","28","205","6'1""",""
"","Edgar Gonzalez","2012","RP","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$2,496,000","2013","28","29","0","0'0""",""
"","Cesar Cabral","2012","RP","NYY","$480,000","$0","$480,000","$480,000","0.002","$0","$480,000","1","$480,000","$0","0","22","23","0","0'0""",""
"","Matt Carson","2012","LF","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","30","31","0","0'0""",""
"","Tyson Gillies","2012","LF","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","23","23","0","0'0""",""
"","Marwin Gonzalez","2012","LF","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$480,000","0","22","23","205","6'1""",""
"","Cole De Vries","2012","C","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","26","27","0","0'0""",""
"","Derek Lowe","2012","SP","NYY","$480,000","$0","$480,000","$125,901","0.001","$125,901","$1,000,000","1","$1,000,000","$108,742,901","2013","38","39","0","0'0""",""
"","Samuel Deduno","2012","RP","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,694,240","0","28","28","212","6'3""",""
"","Justin Maxwell","2012","LF","NYY","$480,000","$0","$480,000","$480,000","0.002","$0","$480,000","1","$480,000","$0","0","28","28","0","6'5""",""
"","Dallas Keuchel","2012","SP","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$630,000","0","23","24","205","6'2""",""
"","Scott Diamond","2012","SP","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$894,000","0","25","25","0","0'0""",""
"","Melky Mesa","2012","CF","NYY","$480,000","$0","$480,000","$480,000","0.002","$480,000","$480,000","1","$480,000","$894,000","0","24","25","0","0'0""",""
"","Jeremy Horst","2012","RP","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","26","26","0","0'0""",""
"","Brian Dozier","2012","2B","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$510,000","0","24","25","200","0'0""",""
"","Brad Meyers","2012","RP","NYY","$480,000","$0","$480,000","$480,000","0.002","$0","$480,000","1","$480,000","$0","0","26","26","0","0'0""",""
"","Erik Kratz","2012","C","PHI","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$894,000","0","31","32","250","0'0""",""
"","Arcenio Leon","2012","RP","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$0","0","25","25","0","0'0""",""
"","Casey Fien","2012","RP","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,280,000","0","28","28","212","6'2""",""
"","David Phelps","2012","RP","NYY","$480,000","$0","$480,000","$480,000","0.002","$480,000","$480,000","1","$480,000","$630,000","0","25","25","198","6'2""",""
"","Steve Lerud","2012","C","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","27","27","0","0'0""",""
"","Jeff Beliveau","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","24","25","190","6'1""",""
"","Pedro Florimon","2012","SS","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$894,000","0","25","25","185","6'2""",""
"","Adam Warren","2012","RP","NYY","$480,000","$0","$480,000","$480,000","0.002","$480,000","$480,000","1","$480,000","$675,000","0","24","24","224","6'1""",""
"","Juan Ramirez","2012","RP","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","21","21","0","0'0""",""
"","Randy Wells","2011","SP","CHC","$475,000","$0","$475,000","$475,000","0.003","$0","$475,000","1","$475,000","$0","0","28","28","0","0'0""",""
"","Josh Rupe","2011","RP","BAL","$475,000","$0","$475,000","$475,000","0.005","$0","$475,000","1","$475,000","$0","0","28","28","0","0'0""",""
"","J.A. Happ","2011","SP","HOU","$474,000","$0","$474,000","$474,000","0.006","$474,000","$474,000","1","$474,000","$2,539,000","0","28","28","205","6'5""",""
"","Darnell McDonald","2011","LF","BOS","$470,000","$0","$470,000","$470,000","0.003","$0","$470,000","1","$470,000","$0","0","32","32","0","0'0""",""
"","Clayton Richard","2011","SP","SD","$468,800","$0","$468,800","$468,800","0.010","$468,800","$468,800","1","$468,800","$1,375,500","0","27","27","240","6'5""",""
"","Casey McGehee","2011","3B","MIL","$468,000","$0","$468,000","$468,000","0.005","$468,000","$468,000","1","$468,000","$1,360,500","0","28","28","220","6'1""",""
"","Jeff Fulchino","2011","SP","HOU","$467,000","$0","$467,000","$467,000","0.006","$467,000","$467,000","1","$467,000","$1,292,000","2012","31","31","0","0'0""",""
"","Andrew Bailey","2011","RP","OAK","$465,000","$0","$465,000","$465,000","0.006","$465,000","$465,000","1","$465,000","$1,435,000","0","26","27","240","6'3""",""
"","Brian Duensing","2011","RP","MIN","$462,500","$0","$462,500","$462,500","0.004","$462,500","$462,500","1","$462,500","$1,280,000","2016","27","28","200","6'0""",""
"","Evan Meek","2011","RP","PIT","$461,500","$0","$461,500","$461,500","0.010","$461,500","$461,500","1","$461,500","$1,665,500","0","27","28","225","6'0""",""
"","Mat Latos","2011","SP","SD","$460,700","$0","$460,700","$460,700","0.010","$460,700","$460,700","1","$460,700","$2,118,500","0","23","23","245","6'6""",""
"","Blake DeWitt","2011","2B","CHC","$460,000","$0","$460,000","$460,000","0.003","$0","$460,000","1","$460,000","$0","0","25","25","0","0'0""",""
"","Mitch Maier","2011","RF","KC","$459,000","$0","$459,000","$459,000","0.009","$0","$459,000","1","$459,000","$0","2012","-1,983","29","0","0'0""",""
"","Neftali Feliz","2011","RP","TEX","$457,160","$0","$457,160","$457,160","0.004","$457,160","$457,160","1","$457,160","$959,160","0","22","23","235","6'3""",""
"","Tommy Hanson","2011","SP","ATL","$456,500","$0","$456,500","$456,500","0.005","$0","$456,500","1","$456,500","$0","0","24","24","0","0'0""",""
"","Francisco Cervelli","2011","C","NYY","$455,700","$0","$455,700","$455,700","0.002","$455,700","$455,700","1","$455,700","$1,332,200","0","24","25","210","0'0""",""
"","Garrett Jones","2011","RF","PIT","$455,500","$0","$455,500","$455,500","0.009","$455,500","$455,500","1","$455,500","$2,040,500","0","29","30","233","6'4""",""
"","Gustavo Molina","2011","C","NYY","$455,000","$0","$455,000","$455,000","0.002","$0","$455,000","1","$455,000","$0","0","28","29","0","0'0""",""
"","Scott Atchison","2011","RP","BOS","$454,000","$0","$454,000","$454,000","0.003","$454,000","$454,000","1","$454,000","$884,000","0","34","35","200","6'2""",""
"","Matt Wieters","2011","C","BAL","$452,250","$0","$452,250","$452,250","0.005","$452,250","$452,250","1","$452,250","$1,134,217","0","24","25","235","0'0""",""
"","Elvis Andrus","2011","SS","TEX","$452,180","$0","$452,180","$452,180","0.004","$452,180","$452,180","1","$452,180","$1,870,600","0","22","22","200","6'0""",""
"","Jonathan Niese","2011","RP","NYM","$452,000","$0","$452,000","$452,000","0.003","$452,000","$452,000","1","$452,000","$1,429,000","2016","24","24","215","6'3""",""
"","Madison Bumgarner","2011","SP","SF","$450,000","$0","$450,000","$450,000","0.004","$450,000","$450,000","1","$450,000","$3,250,000","0","21","21","257","6'4""",""
"","Jed Lowrie","2011","2B","BOS","$450,000","$0","$450,000","$450,000","0.003","$450,000","$450,000","1","$450,000","$2,438,000","0","26","27","180","6'0""",""
"","Drew Stubbs","2011","CF","CIN","$450,000","$0","$450,000","$450,000","0.006","$450,000","$450,000","1","$450,000","$2,850,000","0","26","26","205","6'4""",""
"","Nyjer Morgan","2011","CF","MIL","$450,000","$0","$450,000","$450,000","0.005","$0","$450,000","1","$450,000","$0","0","30","30","0","0'0""",""
"","Scott Olsen","2011","SP","PIT","$450,000","$0","$450,000","$450,000","0.009","$450,000","$450,000","1","$450,000","$5,823,000","0","26","27","0","0'0""",""
"","Jesse Carlson","2011","RP","TOR","$450,000","$0","$450,000","$450,000","0.006","$0","$450,000","1","$450,000","$408,700","0","30","30","0","0'0""",""
"","Dustin McGowan","2011","RP","TOR","$450,000","$0","$450,000","$450,000","0.006","$450,000","$450,000","1","$450,000","$3,419,500","0","28","29","240","6'3""",""
"","Luke Gregerson","2011","RP","SD","$447,800","$0","$447,800","$447,800","0.009","$447,800","$447,800","1","$447,800","$1,264,300","0","26","27","200","6'3""",""
"","Jose Mijares","2011","RP","MIN","$445,000","$0","$445,000","$445,000","0.004","$445,000","$445,000","1","$445,000","$1,275,000","2015","26","26","0","0'0""",""
"","Will Venable","2011","CF","SD","$444,400","$0","$444,400","$444,400","0.009","$444,400","$444,400","1","$444,400","$1,379,500","0","28","28","205","6'3""",""
"","Chris Narveson","2011","RP","MIL","$444,150","$0","$444,150","$444,150","0.005","$444,150","$444,150","1","$444,150","$850,650","0","29","29","205","6'3""",""
"","Jesse Chavez","2011","RP","KC","$443,100","$0","$443,100","$443,100","0.009","$443,100","$443,100","1","$443,100","$1,260,100","0","27","27","175","6'2""",""
"","Brett Cecil","2011","RP","TOR","$443,100","$0","$443,100","$443,100","0.006","$443,100","$443,100","1","$443,100","$2,053,100","0","24","24","235","0'0""",""
"","Tyler Clippard","2011","RP","WSH","$443,000","$0","$443,000","$443,000","0.006","$443,000","$443,000","1","$443,000","$2,089,000","0","25","26","200","6'3""",""
"","Chris Getz","2011","2B","KC","$443,000","$0","$443,000","$443,000","0.009","$0","$443,000","1","$443,000","$0","0","27","27","0","0'0""",""
"","James McDonald","2011","SP","PIT","$443,000","$0","$443,000","$443,000","0.009","$443,000","$443,000","1","$443,000","$1,393,750","0","26","26","187","6'5""",""
"","Colby Rasmus","2011","LF","TOR","$443,000","$0","$443,000","$154,928","0.002","$154,928","$443,000","1","$443,000","$2,261,000","0","24","24","195","6'2""",""
"","John Axford","2011","RP","MIL","$442,500","$0","$442,500","$442,500","0.005","$442,500","$442,500","1","$442,500","$842,500","0","27","28","234","6'5""",""
"","Tommy Hunter","2011","RP","BAL","$442,160","$0","$442,160","$152,219","0.002","$152,219","$442,160","1","$442,160","$1,370,223","0","24","24","250","6'3""",""
"","Wilton Lopez","2011","RP","HOU","$442,000","$0","$442,000","$442,000","0.005","$0","$442,000","1","$442,000","$0","0","27","27","199","6'0""",""
"","Ian Desmond","2011","LF","WSH","$441,500","$0","$441,500","$441,500","0.006","$441,500","$441,500","1","$441,500","$1,671,500","0","25","25","220","6'3""",""
"","John Bowker","2011","CF","PIT","$441,500","$0","$441,500","$441,500","0.009","$441,500","$441,500","1","$441,500","$851,500","0","27","27","0","0'0""",""
"","Homer Bailey","2011","SP","CIN","$441,000","$0","$441,000","$441,000","0.005","$441,000","$441,000","1","$441,000","$4,329,500","0","24","25","223","6'4""",""
"","Charlie Morton","2011","SP","PIT","$441,000","$0","$441,000","$441,000","0.009","$441,000","$441,000","1","$441,000","$1,903,008","0","27","27","215","6'5""",""
"","Phil Coke","2011","RP","DET","$440,000","$0","$440,000","$440,000","0.004","$440,000","$440,000","1","$440,000","$1,268,300","0","28","28","210","6'1""",""
"","Austin Jackson","2011","CF","DET","$440,000","$0","$440,000","$440,000","0.004","$440,000","$440,000","1","$440,000","$1,640,000","0","23","24","198","6'1""",""
"","George Kottaras","2011","C","MIL","$440,000","$0","$440,000","$440,000","0.005","$0","$440,000","1","$440,000","$375,000","0","27","28","202","6'0""",""
"","Starlin Castro","2011","2B","CHC","$440,000","$0","$440,000","$440,000","0.003","$440,000","$440,000","1","$440,000","$812,472","0","20","21","230","6'2""",""
"","Tyler Colvin","2011","RP","CHC","$440,000","$0","$440,000","$440,000","0.003","$0","$440,000","1","$440,000","$0","0","25","25","210","6'3""",""
"","Nick Hundley","2011","C","SD","$439,900","$0","$439,900","$439,900","0.009","$439,900","$439,900","1","$439,900","$1,894,749","0","27","27","203","6'0""",""
"","Alberto Arias","2011","RP","HOU","$439,500","$0","$439,500","$439,500","0.005","$439,500","$439,500","1","$439,500","$1,256,500","2012","27","27","0","0'0""",""
"","Jo-Jo Reyes","2011","SP","BAL","$439,100","$0","$439,100","$163,162","0.002","$163,162","$439,100","1","$439,100","$2,555,163","2015","26","26","0","0'0""",""
"","Bud Norris","2011","SP","HOU","$437,500","$0","$437,500","$437,500","0.005","$437,500","$437,500","1","$437,500","$987,133","2016","25","26","215","0'0""",""
"","Paul Janish","2011","SS","CIN","$437,500","$0","$437,500","$437,500","0.005","$437,500","$437,500","1","$437,500","$1,460,000","0","28","28","200","6'2""",""
"","Danny Valencia","2011","3B","MIN","$437,500","$0","$437,500","$437,500","0.004","$437,500","$437,500","1","$437,500","$437,500","2017","26","26","210","6'2""",""
"","Jaime Garcia","2011","SP","STL","$437,000","$0","$437,000","$437,000","0.004","$437,000","$437,000","1","$437,000","$1,237,000","0","24","24","215","6'2""",""
"","Neil Walker","2011","2B","PIT","$437,000","$0","$437,000","$437,000","0.009","$437,000","$437,000","1","$437,000","$2,787,000","0","25","25","210","0'0""",""
