"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Age","Age","Weight","Height",""
"","Anthony Swarzak","2012","RP","MIN","$487,500","$0","$487,500","$487,500","0.005","$487,500","$487,500","1","$487,500","$1,462,500","0","26","26","215","6'4""",""
"","Mike Moustakas","2012","3B","KC","$487,250","$0","$487,250","$487,250","0.007","$487,250","$487,250","1","$487,250","$4,738,364","0","23","23","225","6'0""",""
"","Desmond Jennings","2012","LF","TB","$486,900","$0","$486,900","$486,900","0.007","$486,900","$486,900","1","$486,900","$1,450,900","0","25","25","210","6'2""",""
"","Jesus Montero","2012","C","SEA","$486,900","$0","$486,900","$486,900","0.006","$486,900","$486,900","1","$486,900","$2,500,900","0","22","22","235","6'3""",""
"","Jesus Guzman","2012","1B","SD","$486,600","$0","$486,600","$486,600","0.008","$486,600","$486,600","1","$486,600","$486,600","0","27","28","201","6'1""",""
"","Blake Beavan","2012","RP","SEA","$486,500","$0","$486,500","$486,500","0.006","$0","$486,500","1","$486,500","$1,497,500","0","22","23","245","6'6""",""
"","Michael Martinez","2012","2B","PHI","$486,500","$0","$486,500","$486,500","0.003","$0","$486,500","1","$486,500","$0","0","29","29","180","5'9""",""
"","Elliot Johnson","2012","2B","TB","$486,100","$0","$486,100","$486,100","0.007","$486,100","$486,100","1","$486,100","$1,692,200","0","27","28","0","0'0""",""
"","Andrew Cashner","2012","SP","SD","$486,100","$0","$486,100","$486,100","0.008","$486,100","$486,100","1","$486,100","$2,853,600","0","25","25","235","6'6""",""
"","Christopher Leroux","2012","RP","PIT","$486,000","$0","$486,000","$486,000","0.008","$486,000","$486,000","1","$486,000","$638,000","0","27","28","0","0'0""",""
"","Josh Collmenter","2012","RP","ARI","$486,000","$0","$486,000","$486,000","0.006","$486,000","$486,000","1","$486,000","$900,000","0","25","26","245","6'4""",""
"","Marco Estrada","2012","SP","MIL","$486,000","$0","$486,000","$486,000","0.004","$486,000","$486,000","1","$486,000","$1,226,808","0","28","28","180","6'0""",""
"","Zack Britton","2012","RP","BAL","$486,000","$0","$486,000","$486,000","0.006","$486,000","$486,000","1","$486,000","$845,658","0","24","24","200","6'1""",""
"","Jason Castro","2012","C","HOU","$486,000","$0","$486,000","$486,000","0.009","$486,000","$486,000","1","$486,000","$3,204,822","0","24","25","215","6'3""",""
"","Kyle Drabek","2012","RP","TOR","$485,900","$0","$485,900","$485,900","0.005","$485,900","$485,900","1","$485,900","$2,451,900","0","24","24","212","6'2""",""
"","Eric Thames","2012","1B","SEA","$485,900","$0","$485,900","$172,587","0.002","$172,587","$485,900","1","$485,900","$941,309","0","25","25","210","6'0""",""
"","Luis Perez","2012","RP","TOR","$485,700","$0","$485,700","$485,700","0.005","$0","$485,700","1","$485,700","$0","0","26","27","0","0'0""",""
"","Anthony Bass","2012","RP","SD","$485,300","$0","$485,300","$485,300","0.008","$485,300","$485,300","1","$485,300","$651,300","0","24","24","200","6'2""",""
"","Gordon Beckham","2011","2B","CHW","$485,000","$0","$485,000","$485,000","0.004","$485,000","$485,000","1","$485,000","$3,801,739","0","24","24","190","0'0""",""
"","Collin Balester","2012","RP","DET","$485,000","$0","$485,000","$485,000","0.003","$0","$485,000","1","$485,000","$0","2013","25","26","0","0'0""",""
"","Andy Dirks","2012","LF","DET","$485,000","$0","$485,000","$485,000","0.003","$485,000","$485,000","1","$485,000","$934,000","0","25","26","0","0'0""",""
"","Josh Reddick","2012","RF","OAK","$485,000","$0","$485,000","$485,000","0.008","$485,000","$485,000","1","$485,000","$1,442,500","0","24","25","197","6'2""",""
"","Scott Sizemore","2012","2B","OAK","$485,000","$0","$485,000","$485,000","0.008","$0","$485,000","1","$485,000","$197,500","0","26","27","0","0'0""",""
"","David Carpenter","2012","RP","BOS","$485,000","$0","$485,000","$201,420","0.001","$201,420","$485,000","1","$485,000","$899,000","0","26","26","250","6'3""",""
"","Fernando Abad","2012","RP","HOU","$485,000","$0","$485,000","$485,000","0.009","$485,000","$485,000","1","$485,000","$1,303,000","2013","26","26","220","6'1""",""
"","Michael Stutes","2012","RP","PHI","$485,000","$0","$485,000","$485,000","0.003","$0","$485,000","1","$485,000","$0","0","25","25","0","0'0""",""
"","Jeff Gray","2012","RP","MIN","$485,000","$0","$485,000","$485,000","0.005","$0","$485,000","1","$485,000","$0","0","30","30","0","0'0""",""
"","Trevor Plouffe","2012","3B","MIN","$485,000","$0","$485,000","$485,000","0.005","$485,000","$485,000","1","$485,000","$2,799,000","0","25","26","205","6'2""",""
"","Marcos Mateo","2012","RP","CHC","$485,000","$0","$485,000","$485,000","0.004","$0","$485,000","1","$485,000","$0","0","27","28","0","0'0""",""
"","Ross Detwiler","2012","SP","WSH","$485,000","$0","$485,000","$485,000","0.005","$485,000","$485,000","1","$485,000","$6,769,000","0","25","26","210","6'5""",""
"","Craig Stammen","2012","RP","WSH","$485,000","$0","$485,000","$485,000","0.005","$485,000","$485,000","1","$485,000","$2,508,482","0","27","28","228","6'2""",""
"","Craig Gentry","2012","LF","TEX","$484,300","$0","$484,300","$484,300","0.004","$484,300","$484,300","1","$484,300","$1,710,300","0","28","28","190","6'2""",""
"","Kyle Seager","2012","3B","SEA","$484,300","$0","$484,300","$484,300","0.006","$484,300","$484,300","1","$484,300","$1,334,800","0","24","24","210","6'0""",""
"","Jake McGee","2012","RP","TB","$484,200","$0","$484,200","$484,200","0.007","$484,200","$484,200","1","$484,200","$1,514,400","0","25","25","229","6'4""",""
"","Josh Harrison","2012","2B","PIT","$484,000","$0","$484,000","$484,000","0.008","$484,000","$484,000","1","$484,000","$843,418","0","24","24","185","5'8""",""
"","Tony Watson","2012","RP","PIT","$484,000","$0","$484,000","$484,000","0.008","$484,000","$484,000","1","$484,000","$983,000","0","26","27","218","6'3""",""
"","Felix Doubront","2012","SP","BOS","$484,000","$0","$484,000","$484,000","0.003","$484,000","$484,000","1","$484,000","$1,301,000","0","24","24","240","6'2""",""
"","Michael Bowden","2012","RP","CHC","$484,000","$0","$484,000","$484,000","0.004","$484,000","$484,000","1","$484,000","$2,821,500","0","25","25","0","0'0""",""
"","Jarrod Dyson","2012","RF","KC","$483,625","$0","$483,625","$483,625","0.007","$483,625","$483,625","1","$483,625","$902,625","0","27","27","165","5'9""",""
"","Johnny Giavotella","2012","2B","KC","$483,600","$0","$483,600","$483,600","0.007","$0","$483,600","1","$483,600","$787,000","0","24","24","185","5'8""",""
"","Adam Moore","2012","C","SEA","$483,600","$0","$483,600","$483,600","0.006","$0","$483,600","1","$483,600","$140,000","0","27","28","220","6'3""",""
"","Troy Patton","2012","RP","BAL","$483,500","$0","$483,500","$483,500","0.006","$483,500","$483,500","1","$483,500","$2,237,500","0","26","26","0","0'0""",""
"","Tyler Greene","2012","2B","STL","$483,000","$0","$483,000","$483,000","0.004","$0","$483,000","1","$483,000","$0","0","28","28","0","0'0""",""
"","Dan Runzler","2012","RP","SF","$483,000","$0","$483,000","$483,000","0.004","$0","$483,000","1","$483,000","$67,500","0","26","27","0","0'0""",""
"","Yamaico Navarro","2012","SS","PIT","$483,000","$0","$483,000","$483,000","0.008","$0","$483,000","1","$483,000","$0","0","24","24","0","0'0""",""
"","Gaby Sanchez","2012","1B","PIT","$483,000","$0","$483,000","$171,557","0.003","$171,557","$483,000","1","$483,000","$1,965,000","0","28","28","235","6'1""",""
"","Ryan Kalish","2012","LF","BOS","$483,000","$0","$483,000","$483,000","0.003","$483,000","$483,000","1","$483,000","$1,900,000","0","23","24","0","0'0""",""
"","Bryan Shaw","2012","RP","ARI","$483,000","$0","$483,000","$483,000","0.006","$483,000","$483,000","1","$483,000","$1,450,000","0","24","24","226","6'1""",""
"","Tyler Flowers","2012","C","CHW","$483,000","$0","$483,000","$483,000","0.004","$483,000","$483,000","1","$483,000","$1,297,000","0","25","26","260","6'4""",""
"","Josh Lindblom","2012","SP","LAD","$483,000","$0","$483,000","$483,000","0.004","$0","$483,000","1","$483,000","$0","0","24","25","240","6'4""",""
"","Jose Altuve","2012","2B","HOU","$483,000","$0","$483,000","$483,000","0.009","$483,000","$483,000","1","$483,000","$660,885","0","21","22","166","5'6""",""
"","Brian Bogusevic","2012","RF","HOU","$483,000","$0","$483,000","$483,000","0.009","$0","$483,000","1","$483,000","$0","2013","27","28","216","6'3""",""
"","J.D. Martinez","2012","DH","HOU","$483,000","$0","$483,000","$483,000","0.009","$483,000","$483,000","1","$483,000","$927,000","0","24","24","230","6'3""",""
"","Tony Campana","2012","LF","CHC","$483,000","$0","$483,000","$483,000","0.004","$483,000","$483,000","1","$483,000","$897,000","0","25","26","165","5'8""",""
"","Michael Kirkman","2012","RP","TEX","$482,900","$0","$482,900","$482,900","0.004","$482,900","$482,900","1","$482,900","$1,068,900","0","25","25","215","6'4""",""
"","Henderson Alvarez","2012","SP","TOR","$482,900","$0","$482,900","$482,900","0.005","$482,900","$482,900","1","$482,900","$596,014","0","21","22","205","0'0""",""
"","Tom Wilhelmsen","2012","RP","SEA","$482,900","$0","$482,900","$482,900","0.006","$482,900","$482,900","1","$482,900","$896,900","0","28","28","220","6'6""",""
"","Mike Minor","2012","RP","ATL","$482,500","$0","$482,500","$482,500","0.005","$482,500","$482,500","1","$482,500","$3,441,090","0","24","24","210","6'4""",""
"","Mike Trout","2012","CF","LAA","$482,500","$0","$482,500","$482,500","0.003","$482,500","$482,500","1","$482,500","$1,846,792","0","20","20","235","6'2""",""
"","Collin Cowgill","2012","RF","OAK","$482,500","$0","$482,500","$482,500","0.008","$482,500","$482,500","1","$482,500","$1,051,500","0","25","26","190","5'9""",""
"","Kila Ka'aihue","2012","1B","OAK","$482,500","$0","$482,500","$482,500","0.008","$0","$482,500","1","$482,500","$0","2013","27","28","0","0'0""",""
"","Jordan Norberto","2012","RP","OAK","$482,500","$0","$482,500","$482,500","0.008","$0","$482,500","1","$482,500","$0","0","25","25","0","0'0""",""
"","Jemile Weeks","2012","2B","OAK","$482,500","$0","$482,500","$482,500","0.008","$482,500","$482,500","1","$482,500","$2,654,926","0","24","25","170","5'9""",""
"","Fautino De Los Santos","2012","RP","MIL","$482,500","$0","$482,500","$176,653","0.002","$176,653","$482,500","1","$482,500","$482,500","0","25","26","0","0'0""",""
"","Brett Lawrie","2012","2B","TOR","$482,500","$0","$482,500","$482,500","0.005","$482,500","$482,500","1","$482,500","$2,596,500","0","21","22","210","6'0""",""
"","Pedro Strop","2012","RP","BAL","$482,500","$0","$482,500","$482,500","0.006","$482,500","$482,500","1","$482,500","$1,785,456","0","26","27","220","6'1""",""
"","Rubby De La Rosa","2012","SP","LAD","$482,500","$0","$482,500","$482,500","0.004","$482,500","$482,500","1","$482,500","$810,745","0","22","23","225","6'1""",""
"","Brandon Laird","2012","3B","HOU","$482,500","$0","$482,500","$482,500","0.009","$0","$482,500","1","$482,500","$0","0","33","33","0","0'0""",""
"","Matt Maloney","2012","RP","MIN","$482,500","$0","$482,500","$482,500","0.004","$482,500","$482,500","1","$482,500","$897,500","0","27","28","0","0'0""",""
"","Chris Stewart","2012","C","NYY","$482,500","$0","$482,500","$482,500","0.002","$482,500","$482,500","1","$482,500","$1,277,500","0","29","30","215","6'4""",""
"","Bryan LaHair","2012","1B","CHC","$482,500","$0","$482,500","$482,500","0.004","$0","$482,500","1","$482,500","$0","0","29","29","0","0'0""",""
"","Lance Lynn","2012","SP","STL","$482,000","$0","$482,000","$482,000","0.004","$482,000","$482,000","1","$482,000","$1,689,213","0","24","25","270","6'5""",""
"","Duane Below","2012","RP","DET","$482,000","$0","$482,000","$482,000","0.003","$0","$482,000","1","$482,000","$0","0","26","26","0","0'0""",""
"","Casey Crosby","2012","RP","DET","$482,000","$0","$482,000","$482,000","0.003","$482,000","$482,000","1","$482,000","$1,230,500","0","23","23","0","0'0""",""
"","Danny Worth","2012","2B","DET","$482,000","$0","$482,000","$482,000","0.003","$0","$482,000","1","$482,000","$378,000","0","26","26","185","6'1""",""
"","Chris Carpenter","2012","RP","BOS","$482,000","$0","$482,000","$482,000","0.003","$0","$482,000","1","$482,000","$0","0","26","26","0","0'0""",""
"","Paul Goldschmidt","2012","1B","ARI","$482,000","$0","$482,000","$482,000","0.006","$482,000","$482,000","1","$482,000","$710,458","0","24","24","220","6'3""",""
"","Jhoulys Chacin","2012","SP","COL","$482,000","$0","$482,000","$482,000","0.006","$482,000","$482,000","1","$482,000","$1,301,000","0","23","24","215","6'3""",""
"","Jonathan Herrera","2012","SS","COL","$482,000","$0","$482,000","$482,000","0.006","$482,000","$482,000","1","$482,000","$1,177,923","0","27","27","180","5'9""",""
"","Tim Dillard","2012","RP","MIL","$482,000","$0","$482,000","$482,000","0.004","$0","$482,000","1","$482,000","$0","2013","28","28","0","0'0""",""
"","Josh Outman","2012","RP","COL","$482,000","$0","$482,000","$482,000","0.006","$0","$482,000","1","$482,000","$0","0","27","27","205","6'1""",""
"","Lucas Harrell","2012","RP","HOU","$482,000","$0","$482,000","$482,000","0.009","$482,000","$482,000","1","$482,000","$2,356,000","0","26","27","205","6'2""",""
"","Austin Romine","2012","C","NYY","$482,000","$0","$482,000","$482,000","0.002","$482,000","$482,000","1","$482,000","$1,022,721","0","23","23","220","6'1""",""
"","Jeremy Jeffress","2012","RP","KC","$481,725","$0","$481,725","$481,725","0.007","$481,725","$481,725","1","$481,725","$2,846,225","0","24","24","205","0'0""",""
"","Joel Carreno","2012","RP","TOR","$481,700","$0","$481,700","$481,700","0.005","$0","$481,700","1","$481,700","$0","0","24","25","0","0'0""",""
"","Michael Kohn","2012","RP","LAA","$481,500","$0","$481,500","$481,500","0.003","$0","$481,500","1","$481,500","$0","0","25","26","200","6'2""",""
"","Zach Stewart","2012","SP","CHW","$481,500","$0","$481,500","$481,500","0.004","$481,500","$481,500","1","$481,500","$895,500","0","25","25","0","0'0""",""
"","Jose Lobaton","2012","C","TB","$481,500","$0","$481,500","$481,500","0.007","$481,500","$481,500","1","$481,500","$1,365,500","0","27","27","212","6'1""",""
"","Kyle Weiland","2012","SP","HOU","$481,500","$0","$481,500","$481,500","0.009","$0","$481,500","1","$481,500","$414,000","0","25","25","0","0'0""",""
"","Logan Forsythe","2012","2B","SD","$481,400","$0","$481,400","$481,400","0.008","$481,400","$481,400","1","$481,400","$1,730,400","0","24","25","205","6'1""",""
"","George Kontos","2012","RP","SF","$481,350","$0","$481,350","$481,350","0.004","$481,350","$481,350","1","$481,350","$1,053,350","0","26","27","225","6'3""",""
"","Alex Liddi","2012","3B","SEA","$481,300","$0","$481,300","$481,300","0.006","$0","$481,300","1","$481,300","$0","0","23","23","0","0'0""",""
"","Anthony Varvaro","2012","RP","ATL","$481,250","$0","$481,250","$481,250","0.005","$481,250","$481,250","1","$481,250","$1,295,250","0","27","27","180","6'0""",""
"","Ryan Mattheus","2012","RP","WSH","$481,000","$0","$481,000","$481,000","0.005","$0","$481,000","1","$481,000","$0","0","28","28","215","6'2""",""
"","Mark Hamburger","2012","RP","TEX","$481,000","$0","$481,000","$481,000","0.004","$0","$481,000","1","$481,000","$0","0","24","25","0","0'0""",""
"","Brandon Snyder","2012","3B","TEX","$481,000","$0","$481,000","$481,000","0.004","$0","$481,000","1","$481,000","$2,114,000","2013","25","25","225","6'2""",""
"","Alexi Amarista","2012","SS","LAA","$481,000","$0","$481,000","$481,000","0.003","$481,000","$481,000","1","$481,000","$895,000","0","22","23","152","5'6""",""
"","Brandon Belt","2012","1B","SF","$481,000","$0","$481,000","$481,000","0.004","$481,000","$481,000","1","$481,000","$970,573","0","23","24","235","6'4""",""
"","Brandon Crawford","2012","SS","SF","$481,000","$0","$481,000","$481,000","0.004","$481,000","$481,000","1","$481,000","$1,068,628","0","24","25","227","6'2""",""
"","Angel Villalona","2012","3B","SF","$481,000","$0","$481,000","$481,000","0.004","$481,000","$481,000","1","$481,000","$2,581,000","0","21","21","0","0'0""",""
"","Jared Hughes","2012","RP","PIT","$481,000","$0","$481,000","$481,000","0.008","$481,000","$481,000","1","$481,000","$1,200,000","0","26","26","240","0'0""",""
"","Wade Miley","2012","SP","ARI","$481,000","$0","$481,000","$481,000","0.006","$481,000","$481,000","1","$481,000","$1,457,540","0","25","25","220","6'2""",""
"","Mat Gamel","2012","1B","MIL","$481,000","$0","$481,000","$481,000","0.004","$0","$481,000","1","$481,000","$0","0","26","26","0","0'0""",""
"","Tyler Colvin","2012","RP","COL","$481,000","$0","$481,000","$481,000","0.006","$0","$481,000","1","$481,000","$0","0","26","26","210","6'3""",""
"","Matt Reynolds","2012","RP","COL","$481,000","$0","$481,000","$481,000","0.006","$481,000","$481,000","1","$481,000","$996,546","0","27","27","240","6'5""",""
"","Josh Roenicke","2012","RP","COL","$481,000","$0","$481,000","$481,000","0.006","$0","$481,000","1","$481,000","$0","0","29","29","0","0'0""",""
"","Esmil Rogers","2012","RP","COL","$481,000","$0","$481,000","$481,000","0.006","$481,000","$481,000","1","$481,000","$1,699,000","0","26","26","205","6'3""",""
"","Andy Parrino","2012","3B","SD","$481,000","$0","$481,000","$481,000","0.008","$481,000","$481,000","1","$481,000","$481,000","0","26","26","0","6'0""",""
"","Cody Eppley","2012","RP","NYY","$481,000","$0","$481,000","$481,000","0.002","$481,000","$481,000","1","$481,000","$895,000","0","26","26","0","0'0""",""
"","Steve Lombardozzi","2012","2B","WSH","$481,000","$0","$481,000","$481,000","0.005","$481,000","$481,000","1","$481,000","$535,295","0","23","23","195","6'0""",""
"","Chris Marrero","2012","1B","WSH","$481,000","$0","$481,000","$481,000","0.005","$0","$481,000","1","$481,000","$0","0","23","23","229","6'3""",""
"","Michael Nickeas","2012","C","NYM","$480,880","$0","$480,880","$480,880","0.005","$0","$480,880","1","$480,880","$0","2013","28","29","0","0'0""",""
"","Lorenzo Cain","2012","CF","KC","$480,850","$0","$480,850","$480,850","0.007","$480,850","$480,850","1","$480,850","$575,850","0","25","26","214","6'2""",""
"","Robinson Chirinos","2012","C","TB","$480,700","$0","$480,700","$480,700","0.007","$480,700","$480,700","1","$480,700","$553,093","0","27","28","220","6'1""",""
"","Steve Delabar","2012","RP","SEA","$480,700","$0","$480,700","$480,700","0.006","$480,700","$480,700","1","$480,700","$894,700","0","28","28","216","6'5""",""
"","Kelvin Herrera","2012","RP","KC","$480,650","$0","$480,650","$480,650","0.007","$480,650","$480,650","1","$480,650","$894,650","0","22","22","200","0'0""",""
"","Rafael Dolis","2012","RP","CHC","$480,500","$0","$480,500","$480,500","0.004","$0","$480,500","1","$480,500","$0","0","23","24","235","6'4""",""
"","Manuel Pina","2012","C","KC","$480,425","$0","$480,425","$480,425","0.007","$480,425","$480,425","1","$480,425","$524,578","0","24","25","222","6'0""",""
"","Jordan Lyles","2012","SP","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$1,824,000","0","21","21","230","6'5""",""
"","Rob Brantly","2012","C","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$810,300","0","22","22","191","6'0""",""
"","Jason Berken","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","28","28","0","0'0""",""
"","Deolis Guerra","2012","RP","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$700,000","0","22","23","245","6'5""",""
"","B.J. Rosenberg","2012","RP","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","26","26","220","6'3""",""
"","Arquimedes Caminero","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$480,000","0","24","25","245","6'4""",""
"","Fernando Martinez","2012","RF","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$1,400,000","0","23","23","0","0'0""",""
"","Jose Ceda","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$894,000","0","24","25","0","0'0""",""
"","Carlos Gutierrez","2012","RP","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","25","25","0","0'0""",""
"","Darin Ruf","2012","1B","PHI","$480,000","$0","$480,000","$62,952","0.000","$62,952","$480,000","1","$480,000","$65,452","0","25","25","250","6'3""",""
"","Corey Brown","2012","CF","WSH","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$544,500","0","26","26","0","0'0""",""
"","Jake Brigham","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$200,000","2013","23","24","0","0'0""",""
"","Christian Garcia","2012","RP","WSH","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,694,000","0","26","26","0","0'0""",""
"","Steve Cishek","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,061,915","0","25","26","215","6'6""",""
"","Liam Hendriks","2012","RP/CL","MIN","$480,000","$0","$480,000","$249,180","0.002","$249,180","$480,000","1","$480,000","$419,180","0","22","23","235","6'0""",""
"","Joe Savery","2012","RP","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","26","26","0","0'0""",""
"","Scott Moore","2012","3B","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$0","2013","28","28","0","0'0""",""
"","Cole Kimball","2012","RP","WSH","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","26","26","0","0'0""",""
"","Alberto Cabrera","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","23","23","0","0'0""",""
"","Scott Cousins","2012","RF","MIA","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","26","27","0","0'0""",""
"","Pedro Hernandez","2012","RP","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","22","23","0","0'0""",""
"","Michael Schwimer","2012","RP","PHI","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","25","26","0","0'0""",""
"","Rudy Owens","2012","SP","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$0","0","24","24","230","6'3""",""
"","Michael Dunn","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,694,000","0","26","27","215","6'0""",""
"","Chris Herrmann","2012","C","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$48,000","1","$48,000","$615,000","0","24","24","200","6'0""",""
"","Adrian Cardenas","2012","2B","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","24","24","0","0'0""",""
"","Tyler Moore","2012","1B","WSH","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$480,000","0","24","25","220","6'2""",""
"","Jeff Manship","2012","RP","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","26","27","210","6'2""",""
"","Nathan Eovaldi","2012","SP","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$849,901","0","21","22","217","6'2""",""
"","Luis Avilan","2012","RP","ATL","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$480,000","0","22","22","220","6'2""",""
"","Lendy Castillo","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","22","23","0","0'0""",""
"","Jimmy Paredes","2012","RF","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$894,000","0","23","23","200","6'3""",""
"","Brad Hand","2012","RP","MIA","$480,000","$0","$480,000","$207,217","0.002","$207,217","$480,000","1","$480,000","$1,100,675","0","21","22","224","6'3""",""
"","Lester Oliveros","2012","RP","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$894,000","2013","23","24","235","6'0""",""
"","Ryan Perry","2012","RP","WSH","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","24","25","0","0'0""",""
"","Miguel Batista","2012","SP","ATL","$480,000","$0","$480,000","$104,918","0.001","$104,918","$750,000","1","$750,000","$46,995,360","2013","40","41","0","0'0""",""
"","J.B. Shuck","2012","LF","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$1,044,000","0","24","25","195","0'0""",""
"","Chris Hatcher","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,461,000","0","26","27","200","6'1""",""
"","Chris Parmelee","2012","1B","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$2,394,000","0","23","24","220","6'1""",""
"","Carlos Rivero","2012","SS","WSH","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$480,000","0","23","24","0","0'0""",""
"","Mickey Storey","2012","RP","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$0","2013","25","26","0","0'0""",""
"","J.C. Boscan","2012","C","ATL","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","2013","32","32","0","0'0""",""
"","Brett Hayes","2012","C","MIA","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$450,000","0","27","28","210","6'1""",""
"","Luis Perdomo","2012","SP","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","18","19","185","6'2""",""
"","Jose Valdez","2012","RP","HOU","$480,000","$0","$480,000","$480,000","0.009","$0","$480,000","1","$480,000","$0","2013","28","29","0","0'0""",""
"","Jaye Chapman","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","2013","24","25","0","0'0""",""
"","Gorkys Hernandez","2012","CF","MIA","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","24","24","196","0'0""",""
"","Tyler Robertson","2012","RP","MIN","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","24","24","0","0'0""",""
"","Dan Jennings","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$145,000","0","24","25","210","6'3""",""
"","Kyle Waldrop","2012","RF","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","26","26","190","6'3""",""
"","Casey Coleman","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","24","24","180","6'0""",""
"","Brett Wallace","2012","3B","HOU","$480,000","$0","$480,000","$480,000","0.009","$480,000","$480,000","1","$480,000","$2,738,000","0","25","25","235","6'2""",""
"","Erik Cordier","2012","RP","ATL","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$575,000","0","25","26","215","6'4""",""
"","Tom Koehler","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$480,000","0","25","26","235","6'3""",""
"","P.J. Walters","2012","SP","MIN","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","26","27","0","0'0""",""
"","Justin Germano","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","29","29","0","0'0""",""
"","Wade LeBlanc","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,885,900","0","27","27","195","6'2""",""
"","Randall Delgado","2012","RP","ATL","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$980,000","0","21","22","220","6'4""",""
