"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","WAR","TVS","Cash2023",""
"","Brett Phillips","RF","KC","51","0.315","35","0.216","134","25","4","3","2","11","0.187","0.252","0.306","0.558","0.02","0.00","$1,200,000",""
"","J.P. Crawford","SS","PHI","49","0.303","36","0.222","117","25","6","3","3","12","0.214","0.319","0.393","0.712","0.21","0.00","$10,000,000",""
"","Austin Dean","LF","MIA","35","0.217","32","0.199","113","25","4","0","4","14","0.221","0.279","0.363","0.642","-0.30","0.00","$0",""
"","Bobby Wilson","C","CHC","47","0.290","45","0.278","135","24","8","0","2","16","0.178","0.242","0.281","0.523","0.25","0.00","$0",""
"","Yadiel Rivera","2B","MIA","111","0.689","28","0.174","139","24","3","0","1","9","0.173","0.269","0.216","0.485","-0.59","1.49","$0",""
"","Taylor Ward","C","LAA","40","0.247","39","0.241","135","24","3","0","6","15","0.178","0.245","0.333","0.578","-0.23","0.00","$2,750,000",""
"","Jose Osuna","1B","PIT","51","0.317","22","0.137","106","24","9","0","3","11","0.226","0.252","0.396","0.648","0.09","0.00","$0",""
"","Jose Rondon","SS","CHW","42","0.259","23","0.142","100","23","6","0","6","14","0.230","0.280","0.470","0.750","0.52","0.00","$0",""
"","Eric Young Jr.","CF","LAA","41","0.253","30","0.185","109","22","4","2","1","8","0.202","0.248","0.303","0.551","-0.35","0.00","$0",""
"","Willie Calhoun","LF","TEX","35","0.216","26","0.161","99","22","5","0","2","11","0.222","0.269","0.333","0.602","-0.69","0.00","$0",""
"","Rowdy Tellez","1B","TOR","23","0.142","17","0.105","70","22","9","0","4","14","0.314","0.329","0.614","0.943","0.48","0.00","$4,950,000",""
"","Tom Murphy","C","COL","38","0.233","20","0.123","93","21","7","1","2","11","0.226","0.250","0.387","0.637","-0.25","0.00","$1,625,000",""
"","Francisco Arcia","C","LAA","41","0.253","26","0.161","103","21","5","0","6","23","0.204","0.226","0.427","0.654","0.04","0.00","$0",""
"","Grayson Greiner","C","DET","30","0.185","30","0.185","96","21","6","0","0","12","0.219","0.328","0.281","0.609","0.01","0.00","$0",""
"","Brandon Dixon","2B","CIN","74","0.457","21","0.130","118","21","6","0","5","10","0.178","0.218","0.356","0.574","-0.55","0.00","$0",""
"","Michael Perez","C","TB","24","0.148","22","0.136","74","21","5","0","1","11","0.284","0.304","0.392","0.696","0.51","0.00","$0",""
"","Chase d'Arnaud","3B","SF","42","0.259","20","0.124","93","20","5","0","3","9","0.215","0.253","0.366","0.618","0.06","0.00","$0",""
"","Juan Lagares","CF","NYM","30","0.185","13","0.080","59","20","1","1","0","6","0.339","0.375","0.390","0.765","1.09","0.00","$0",""
"","Cheslor Cuthbert","3B","KC","30","0.185","28","0.173","103","20","2","0","3","7","0.194","0.282","0.301","0.583","-0.32","0.00","$0",""
"","Rene Rivera","C","ATL","33","0.204","22","0.136","86","20","4","0","4","11","0.233","0.275","0.419","0.693","0.37","0.00","$0",""
"","Aramis Garcia","C","SF","20","0.067","18","0.060","67","20","1","0","4","11","0.299","0.319","0.493","0.811","0.40","0.00","$0",""
"","Alex Verdugo","OF","LAD","37","0.227","16","0.098","77","20","6","0","1","4","0.260","0.329","0.377","0.706","0.41","0.00","$6,300,000",""
"","Drew Robinson","LF","TEX","48","0.296","30","0.185","109","20","3","0","3","9","0.184","0.288","0.294","0.582","-0.49","0.00","$0",""
"","David Freitas","C","SEA","36","0.222","32","0.198","93","20","6","0","1","5","0.215","0.277","0.312","0.589","-0.19","0.00","$0",""
"","Dawel Lugo","SS","DET","27","0.167","26","0.161","94","20","4","1","1","8","0.213","0.267","0.309","0.576","-0.06","0.00","$0",""
"","Danny Jansen","C","TOR","31","0.191","24","0.148","81","20","6","0","3","8","0.247","0.347","0.432","0.779","0.55","0.00","$3,500,000",""
"","Chris Young","RF","LAA","59","0.364","33","0.204","113","19","2","1","6","13","0.168","0.252","0.363","0.615","-0.68","0.00","$0",""
"","Josh Phegley","C","OAK","40","0.247","27","0.167","93","19","7","0","2","15","0.204","0.255","0.344","0.599","0.21","0.00","$0",""
"","Kevin Newman","SS","PIT","31","0.193","24","0.149","91","19","2","0","0","6","0.209","0.247","0.231","0.478","-1.09","0.00","$2,662,000",""
"","Andrew Stevenson","OF","WSH","57","0.352","10","0.062","75","19","2","0","1","13","0.253","0.306","0.320","0.626","-0.29","0.00","$0",""
"","Pat Valaika","SS","COL","69","0.423","25","0.153","122","19","5","0","2","5","0.156","0.214","0.246","0.460","-1.53","0.00","$0",""
"","Chris Herrmann","C","SEA","36","0.222","21","0.130","76","18","4","2","2","7","0.237","0.322","0.421","0.743","0.51","0.00","$0",""
"","Peter O'Brien","LF","MIA","22","0.137","17","0.106","66","18","5","0","4","10","0.273","0.338","0.530","0.868","0.49","0.00","$0",""
"","German Marquez","SP","COL","33","0.203","33","0.203","60","18","0","0","1","5","0.300","0.300","0.350","0.650","4.08","90.91","$15,000,000",""
"","Dan Vogelbach","1B","SEA","37","0.228","26","0.161","87","18","2","0","4","13","0.207","0.324","0.368","0.691","0.07","0.00","$1,500,000",""
"","J.D. Davis","3B","HOU","42","0.259","25","0.154","103","18","2","0","1","5","0.175","0.248","0.223","0.471","-0.78","0.00","$4,210,000",""
"","Max Scherzer","SP","WSH","35","0.216","33","0.204","70","17","2","0","0","6","0.243","0.274","0.271","0.545","7.93","92.95","$43,333,333",""
"","Franklin Barreto","SS","OAK","32","0.198","18","0.111","73","17","4","0","5","16","0.233","0.253","0.493","0.746","0.14","0.00","$0",""
"","Victor Robles","OF","WSH","21","0.130","12","0.074","59","17","3","1","3","10","0.288","0.349","0.525","0.874","0.53","0.00","$2,325,000",""
"","Jordan Luplow","RF","PIT","37","0.230","21","0.130","92","17","1","3","3","7","0.185","0.272","0.359","0.631","0.05","0.00","$1,400,000",""
"","Pablo Reyes","LF","PIT","18","0.112","13","0.081","58","17","2","0","3","7","0.293","0.349","0.483","0.832","0.29","0.00","$0",""
"","Pedro Florimon","SS","PHI","50","0.309","10","0.062","71","16","6","1","2","5","0.225","0.276","0.423","0.699","-0.29","0.00","$0",""
"","Dilson Herrera","2B","CIN","53","0.327","17","0.105","87","16","5","0","5","11","0.184","0.268","0.414","0.682","-0.19","0.00","$0",""
"","Christin Stewart","OF","DET","17","0.105","16","0.099","60","16","1","1","2","10","0.267","0.375","0.417","0.792","-0.17","0.00","$0",""
"","Kyle Farmer","C","LAD","39","0.239","14","0.086","68","16","4","1","0","9","0.235","0.312","0.324","0.635","0.20","0.00","$5,585,000",""
"","Tzu-Wei Lin","SS","BOS","37","0.228","13","0.080","65","16","6","1","1","6","0.246","0.329","0.415","0.744","0.05","0.00","$0",""
"","Adrian Sanchez","2B","WSH","28","0.173","13","0.080","58","16","2","1","0","3","0.276","0.288","0.345","0.633","0.08","0.00","$0",""
"","Matt Holliday","OF","COL","25","0.153","14","0.086","53","15","2","0","2","3","0.283","0.415","0.434","0.849","0.13","0.00","$0",""
"","Zack Greinke","SP","ARI","34","0.210","33","0.204","64","15","4","0","0","5","0.234","0.269","0.297","0.566","3.97","49.80","$8,500,000",""
"","Pete Kozma","SS","DET","27","0.167","20","0.124","69","15","4","1","1","8","0.217","0.236","0.348","0.584","0.12","0.00","$0",""
"","Kaleb Cowart","3B","LAA","47","0.290","32","0.198","112","15","7","1","1","10","0.134","0.210","0.241","0.451","-1.17","0.00","$0",""
"","Breyvic Valera","2B","BAL","33","0.204","15","0.093","64","15","0","1","0","8","0.234","0.301","0.266","0.567","-0.20","0.00","$0",""
"","Keon Broxton","RF","MIL","51","0.313","17","0.104","78","14","2","2","4","11","0.180","0.281","0.410","0.691","1.74","0.00","$0",""
"","Tomas Nido","C","NYM","34","0.210","24","0.148","84","14","3","0","1","9","0.167","0.200","0.238","0.438","-0.52","0.00","$1,600,000",""
"","John Andreoli","OF","BAL","26","0.161","19","0.117","61","14","2","0","0","4","0.230","0.284","0.262","0.546","0.19","0.00","$0",""
"","Brandon Drury","2B","TOR","26","0.161","21","0.130","77","13","4","0","1","10","0.169","0.256","0.260","0.516","-0.29","0.00","$8,500,000",""
"","Cameron Gallagher","C","KC","22","0.136","20","0.124","63","13","3","0","1","7","0.206","0.250","0.302","0.552","0.01","0.00","$0",""
"","Isaac Galloway","RF","MIA","43","0.267","13","0.081","64","13","3","0","3","7","0.203","0.301","0.391","0.692","0.56","0.00","$0",""
"","Patrick Wisdom","3B","STL","32","0.198","8","0.049","50","13","1","0","4","10","0.260","0.362","0.520","0.882","0.47","0.00","$0",""
"","Chris Gimenez","C","MIN","25","0.154","18","0.111","57","12","1","0","2","7","0.211","0.288","0.333","0.621","-0.06","0.00","$0",""
"","Patrick Corbin","SP","ARI","33","0.204","33","0.204","61","12","1","0","0","5","0.197","0.222","0.213","0.435","4.37","91.42","$24,000,000",""
"","Kyle Higashioka","C","NYY","29","0.179","20","0.124","72","12","2","0","3","6","0.167","0.241","0.319","0.560","-0.15","0.00","$1,462,500",""
"","Michael Hermosillo","OF","LAA","31","0.191","17","0.105","57","12","4","0","1","1","0.211","0.274","0.333","0.608","-0.14","0.00","$0",""
"","Clayton Kershaw","SP","LAD","27","0.166","26","0.160","46","11","2","0","0","7","0.239","0.340","0.283","0.622","3.30","54.57","$20,000,000",""
"","Zack Wheeler","SP","NYM","29","0.179","29","0.179","56","11","2","0","0","4","0.196","0.193","0.232","0.425","3.58","94.70","$24,500,000",""
"","Tanner Roark","SP","WSH","31","0.191","30","0.185","58","11","2","1","0","8","0.190","0.217","0.259","0.475","2.24","65.82","$0",""
"","Jacob deGrom","SP","NYM","34","0.210","32","0.198","67","11","1","0","0","5","0.164","0.211","0.179","0.390","9.47","99.81","$30,000,000",""
"","Garrett Hampson","SS","COL","24","0.147","10","0.061","40","11","3","1","0","4","0.275","0.396","0.400","0.796","0.13","0.00","$0",""
"","Tyler Wade","1B","NYY","36","0.222","15","0.093","66","11","4","0","1","5","0.167","0.214","0.273","0.487","-0.14","0.00","$0",""
"","Carlos Perez","C","TEX","28","0.173","21","0.130","70","10","2","0","1","3","0.143","0.178","0.214","0.392","-0.36","0.00","$0",""
"","D.J. Stewart","OF","BAL","17","0.105","11","0.068","40","10","3","0","3","10","0.250","0.340","0.550","0.890","0.55","0.00","$0",""
"","Chris Shaw","1B","SF","22","0.136","15","0.093","54","10","2","0","1","7","0.185","0.274","0.278","0.552","-0.35","0.00","$0",""
"","Francisco Mejia","C","SD","21","0.130","12","0.074","56","10","2","0","3","8","0.179","0.258","0.375","0.633","0.01","0.00","$2,155,000",""
"","Luis Urias","2B","SD","12","0.074","12","0.074","48","10","1","0","2","5","0.208","0.264","0.354","0.618","0.37","0.00","$4,700,000",""
"","Jhoulys Chacin","SP","MIL","36","0.221","35","0.215","56","9","1","0","0","1","0.161","0.203","0.179","0.382","1.74","70.03","$0",""
"","Jason Castro","C","MIN","19","0.117","19","0.117","63","9","3","0","1","3","0.143","0.257","0.238","0.495","-0.13","0.00","$0",""
"","Miles Mikolas","SP","STL","34","0.210","32","0.198","63","9","1","0","2","6","0.143","0.167","0.254","0.421","5.04","93.91","$15,750,000",""
"","Michael Lorenzen","RP","CIN","55","0.340","3","0.019","31","9","1","0","4","10","0.290","0.333","0.710","1.043","1.52","87.66","$8,500,000",""
"","Vincent Velasquez","SP","PHI","32","0.198","30","0.185","40","9","1","0","0","1","0.225","0.225","0.250","0.475","1.43","51.01","$3,150,000",""
"","Kyle Tucker","RF","HOU","28","0.173","15","0.093","64","9","2","1","0","4","0.141","0.236","0.203","0.439","-0.77","0.00","$5,948,937",""
"","Reese McGuire","C","TOR","14","0.086","10","0.062","31","9","3","0","2","4","0.290","0.333","0.581","0.914","0.26","0.00","$1,225,000",""
"","Clint Frazier","OF","NYY","15","0.093","9","0.056","34","9","3","0","0","1","0.265","0.390","0.353","0.743","0.06","0.00","$0",""
"","Carlos Martinez","SP","STL","34","0.210","18","0.111","33","8","2","0","1","4","0.242","0.235","0.394","0.629","2.02","48.06","$0",""
"","Gordon Beckham","2B","SEA","22","0.136","12","0.074","44","8","1","0","0","1","0.182","0.250","0.205","0.455","0.53","0.00","$0",""
"","Tyson Ross","SP","STL","34","0.210","23","0.142","41","8","0","0","1","4","0.195","0.209","0.268","0.478","0.55","44.32","$0",""
"","Christian Walker","1B","ARI","37","0.228","5","0.031","49","8","2","0","3","6","0.163","0.226","0.388","0.614","-0.20","0.00","$6,500,000",""
"","Sam Travis","1B","BOS","19","0.117","6","0.037","36","8","3","0","1","7","0.222","0.263","0.389","0.652","0.11","0.00","$0",""
"","Jacob Stallings","C","PIT","14","0.087","9","0.056","37","8","0","0","0","5","0.216","0.268","0.216","0.485","0.01","0.00","$3,350,000",""
"","Chad Wallach","C","MIA","15","0.093","13","0.081","45","8","1","0","1","5","0.178","0.275","0.267","0.541","0.05","0.00","$0",""
"","Steve Wilkerson","3B","BAL","16","0.099","12","0.074","46","8","3","0","0","3","0.174","0.225","0.239","0.464","-0.16","0.00","$0",""
"","Jon Lester","SP","CHC","34","0.209","32","0.196","59","7","0","0","1","9","0.119","0.119","0.169","0.288","2.68","43.53","$0",""
"","Madison Bumgarner","SP","SF","22","0.136","21","0.130","44","7","2","0","0","4","0.159","0.174","0.205","0.378","2.79","69.06","$23,000,000",""
"","Jose Lobaton","C","NYM","22","0.136","14","0.086","49","7","2","1","0","4","0.143","0.246","0.224","0.470","-0.54","0.00","$0",""
"","Julio Teheran","SP","ATL","31","0.191","31","0.191","40","7","0","0","1","4","0.175","0.191","0.250","0.440","1.85","61.94","$0",""
"","Kris Negron","RF","SEA","20","0.124","9","0.056","32","7","0","0","1","4","0.219","0.242","0.313","0.555","0.11","0.00","$0",""
"","Hyun-Jin Ryu","SP","LAD","16","0.098","15","0.092","26","7","1","0","0","2","0.269","0.321","0.308","0.629","2.17","0.00","$20,000,000",""
"","Socrates Brito","LF","ARI","24","0.148","9","0.056","40","7","0","0","1","3","0.175","0.227","0.250","0.477","-0.26","0.00","$0",""
"","Walker Buehler","RP","LAD","24","0.147","23","0.141","43","7","0","0","0","1","0.163","0.200","0.163","0.363","3.58","0.00","$8,025,000",""
"","Jack Flaherty","SP","STL","31","0.191","28","0.173","46","7","0","0","0","0","0.152","0.188","0.152","0.340","3.18","77.82","$5,400,000",""
"","Nick Ciuffo","C","TB","16","0.099","14","0.086","37","7","1","0","1","5","0.189","0.262","0.297","0.559","-0.22","0.00","$0",""
"","Andrew Toles","CF","LAD","17","0.104","5","0.031","30","7","2","0","0","4","0.233","0.281","0.300","0.581","0.00","0.00","$0",""
"","Garrett Cooper","1B","MIA","14","0.087","10","0.062","33","7","1","0","0","2","0.212","0.316","0.242","0.558","0.23","0.00","$4,200,000",""
"","Meibrys Viloria","C","KC","10","0.062","7","0.043","27","7","2","0","0","4","0.259","0.286","0.333","0.619","-0.04","0.00","$0",""
"","Colby Rasmus","LF","BAL","18","0.111","10","0.062","45","6","1","0","1","1","0.133","0.204","0.222","0.426","-0.16","0.00","$0",""
"","Jake Arrieta","SP","PHI","31","0.191","31","0.191","45","6","0","0","1","3","0.133","0.188","0.200","0.388","2.36","32.43","$0",""
"","Wei-Yin Chen","SP","MIA","27","0.168","26","0.162","40","6","1","0","0","2","0.150","0.150","0.175","0.325","0.17","13.59","$0",""
"","Lane Adams","RF","ATL","26","0.161","2","0.012","25","6","1","0","2","6","0.240","0.345","0.520","0.865","0.29","0.00","$0",""
"","Anthony DeSclafani","SP","CIN","21","0.130","21","0.130","42","6","0","0","1","4","0.143","0.143","0.214","0.357","0.47","44.02","$12,000,000",""
"","Noah Syndergaard","SP","NYM","25","0.154","25","0.154","47","6","2","0","0","3","0.128","0.143","0.170","0.313","3.76","93.41","$13,000,000",""
"","Kyle Freeland","SP","COL","33","0.203","33","0.203","65","6","2","0","0","2","0.092","0.119","0.123","0.242","7.74","98.86","$10,500,000",""
"","Luke Weaver","SP","STL","35","0.216","25","0.154","38","6","0","0","0","2","0.158","0.180","0.158","0.337","-0.65","20.73","$2,000,000",""
"","Chris Stratton","SP","SF","28","0.173","26","0.161","43","6","1","0","0","5","0.140","0.136","0.163","0.299","-0.48","31.99","$2,800,000",""
"","Brent Suter","SP","MIL","21","0.129","18","0.110","26","6","2","0","1","3","0.231","0.355","0.423","0.778","-0.29","51.79","$3,000,000",""
"","Dylan Cozens","OF","PHI","26","0.161","8","0.049","38","6","2","0","1","2","0.158","0.273","0.289","0.562","-0.18","0.00","$0",""
"","Luis Castillo","SP","CIN","31","0.191","31","0.191","59","6","1","0","0","2","0.102","0.131","0.119","0.250","1.78","62.39","$17,000,000",""
"","Stephen Strasburg","SP","WSH","22","0.136","22","0.136","41","5","0","0","0","1","0.122","0.163","0.122","0.285","2.34","36.23","$23,571,428",""
"","Wade Miley","SP","MIL","16","0.098","16","0.098","27","5","0","0","0","0","0.185","0.214","0.185","0.399","1.44","0.00","$3,500,000",""
"","Dan Straily","SP","MIA","26","0.162","23","0.143","31","5","1","0","0","1","0.161","0.350","0.194","0.544","0.71","36.28","$0",""
"","Robbie Erlin","RP","SD","40","0.247","12","0.074","23","5","0","0","0","0","0.217","0.250","0.217","0.467","0.13","0.00","$0",""
"","Steven Matz","SP","NYM","30","0.185","30","0.185","46","5","1","0","2","4","0.109","0.163","0.261","0.424","1.41","55.02","$10,000,000",""
"","Tyler Anderson","SP","COL","33","0.203","32","0.196","50","5","0","0","0","1","0.100","0.167","0.100","0.267","2.39","61.36","$13,000,000",""
"","Hanser Alberto","SS","TEX","13","0.080","7","0.043","27","5","2","0","0","0","0.185","0.241","0.259","0.501","-0.28","0.00","$0",""
"","Kevin Kramer","SS","PIT","21","0.130","7","0.044","37","5","0","0","0","4","0.135","0.175","0.135","0.310","-0.57","0.00","$0",""
"","Raimel Tapia","LF","COL","25","0.153","2","0.012","25","5","2","1","1","6","0.200","0.259","0.480","0.739","-0.02","0.00","$0",""
"","Joe Musgrove","SP","PIT","20","0.124","19","0.118","31","5","1","0","0","0","0.161","0.161","0.194","0.355","1.17","68.96","$20,000,000",""
"","Trevor Williams","SP","PIT","31","0.193","31","0.193","43","5","0","0","0","0","0.116","0.156","0.116","0.272","3.84","90.29","$6,000,000",""
"","Jack Reinheimer","SS","NYM","21","0.130","6","0.037","30","5","0","0","0","0","0.167","0.286","0.167","0.452","-0.32","0.00","$0",""
"","Jonathan Davis","CF","TOR","20","0.124","6","0.037","25","5","1","0","0","0","0.200","0.259","0.240","0.499","-0.29","0.00","$0",""
"","Rich Hill","SP","LAD","25","0.153","24","0.147","43","4","0","0","0","2","0.093","0.093","0.093","0.186","1.49","43.47","$8,000,000",""
"","Clayton Richard","SP","SD","28","0.173","27","0.167","42","4","1","0","1","3","0.095","0.156","0.190","0.346","-0.91","26.79","$0",""
"","Jason Vargas","SP","NYM","21","0.130","20","0.124","27","4","0","0","0","0","0.148","0.179","0.148","0.327","-0.50","12.44","$0",""
"","Gio Gonzalez","SP","WSH","32","0.196","32","0.196","51","4","1","0","0","1","0.078","0.096","0.098","0.194","0.91","42.62","$0",""
"","Adam Moore","C","TB","8","0.049","5","0.031","18","4","1","0","1","2","0.222","0.263","0.444","0.708","0.02","0.00","$0",""
"","Ryan Lavarnway","C","PIT","6","0.037","0","0.000","6","4","1","0","0","1","0.667","0.667","0.833","1.500","0.00","0.00","$0",""
"","Tyler Chatwood","SP","CHC","25","0.153","20","0.123","25","4","0","0","0","2","0.160","0.192","0.160","0.352","-0.36","7.06","$0",""
"","Jose Quintana","SP","CHC","32","0.196","32","0.196","52","4","0","0","0","0","0.077","0.077","0.077","0.154","1.51","57.02","$13,000,000",""
"","Matt Harvey","SP","CIN","32","0.198","28","0.173","53","4","0","0","0","1","0.076","0.109","0.075","0.185","-0.42","21.68","$0",""
"","Chase Anderson","SP","MIL","31","0.190","30","0.184","45","4","0","0","0","2","0.089","0.089","0.089","0.178","1.05","47.62","$0",""
"","Kyle Hendricks","SP","CHC","33","0.203","33","0.203","60","4","1","0","0","1","0.067","0.097","0.083","0.180","2.76","84.31","$14,000,000",""
"","Jon Gray","SP","COL","31","0.190","31","0.190","52","4","2","0","0","2","0.077","0.127","0.115","0.243","1.19","53.19","$15,000,000",""
"","Jameson Taillon","SP","PIT","32","0.199","32","0.199","57","4","1","0","0","3","0.070","0.086","0.088","0.174","4.77","92.23","$14,000,000",""
"","Jabari Blash","LF","LAA","24","0.148","11","0.068","39","4","1","0","0","1","0.103","0.200","0.128","0.328","-0.82","0.00","$0",""
"","Junior Guerra","SP","MIL","31","0.190","26","0.160","35","4","3","0","0","0","0.114","0.114","0.200","0.314","-0.05","35.13","$0",""
"","Zach Eflin","SP","PHI","25","0.154","24","0.148","44","4","0","0","1","1","0.091","0.091","0.159","0.250","1.67","66.18","$11,000,000",""
"","Carson Kelly","C","STL","19","0.117","11","0.068","35","4","0","0","0","3","0.114","0.205","0.114","0.319","-0.42","0.00","$4,275,000",""
"","Ildemaro Vargas","SS","ARI","14","0.086","2","0.012","19","4","0","0","1","4","0.211","0.250","0.368","0.618","0.06","0.00","$975,000",""
"","Nick Pivetta","SP","PHI","34","0.210","32","0.198","40","4","1","0","0","1","0.100","0.143","0.125","0.268","1.81","55.69","$5,350,000",""
"","Ryan Cordell","OF","CHW","19","0.117","10","0.062","37","4","1","0","1","4","0.108","0.125","0.216","0.341","-0.72","0.00","$0",""
"","Corban Joseph","1B","BAL","14","0.086","3","0.019","18","4","1","0","0","3","0.222","0.263","0.278","0.541","-0.17","0.00","$0",""
"","Austin Gomber","SP","STL","29","0.179","11","0.068","19","4","1","0","0","4","0.211","0.211","0.263","0.474","0.36","22.72","$1,650,000",""
"","Jacob Nottingham","C","MIL","9","0.055","6","0.037","20","4","1","0","0","0","0.200","0.333","0.250","0.583","0.25","0.00","$0",""
"","Homer Bailey","SP","CIN","20","0.124","20","0.124","26","3","0","0","0","0","0.115","0.148","0.115","0.264","-1.35","0.65","$0",""
"","Brandon Phillips","2B","BOS","9","0.056","5","0.031","23","3","0","0","1","2","0.130","0.259","0.261","0.520","-0.07","0.00","$0",""
"","Cole Hamels","SP","CHC","33","0.203","32","0.196","25","3","0","0","1","1","0.120","0.154","0.240","0.394","1.33","17.69","$0",""
"","Brandon McCarthy","SP","ATL","15","0.093","15","0.093","29","3","2","0","0","2","0.103","0.103","0.172","0.276","-0.11","0.00","$0",""
"","Rick Porcello","SP","BOS","33","0.204","33","0.204","7","3","2","0","0","3","0.429","0.429","0.714","1.143","2.45","46.65","$0",""
"","Derek Holland","RP","SF","37","0.228","30","0.185","53","3","1","0","0","0","0.057","0.074","0.075","0.150","2.46","0.00","$0",""
"","Chris Stewart","C","ARI","8","0.049","3","0.019","15","3","0","0","0","3","0.200","0.235","0.200","0.435","-0.04","0.00","$0",""
"","Travis d'Arnaud","C","NYM","4","0.025","4","0.025","15","3","0","0","1","3","0.200","0.250","0.400","0.650","-0.07","0.00","$8,000,000",""
"","Mike Montgomery","SP","CHC","39","0.239","19","0.117","33","3","0","0","0","1","0.091","0.118","0.091","0.209","0.88","42.69","$0",""
"","Chad Bettis","SP","COL","27","0.166","20","0.123","34","3","0","0","0","2","0.088","0.139","0.088","0.227","0.60","31.56","$0",""
"","Robbie Ray","SP","ARI","25","0.154","24","0.148","39","3","1","0","0","2","0.077","0.075","0.103","0.178","1.32","47.99","$21,000,000",""
"","Mike Foltynewicz","SP","ATL","31","0.191","31","0.191","58","3","1","0","0","4","0.052","0.052","0.069","0.121","4.24","92.58","$0",""
"","Ross Stripling","SP","LAD","36","0.221","21","0.129","33","3","0","0","0","2","0.091","0.091","0.091","0.182","2.44","59.60","$12,500,000",""
"","Andrew Susac","C","BAL","9","0.056","7","0.043","26","3","1","0","0","0","0.115","0.115","0.154","0.269","-0.33","0.00","$0",""
"","Andrew Suarez","SP","SF","29","0.179","29","0.179","47","3","0","0","0","0","0.064","0.102","0.064","0.166","0.88","46.73","$0",""
"","Aaron Nola","SP","PHI","33","0.204","33","0.204","62","3","1","0","0","4","0.048","0.064","0.065","0.128","9.69","99.91","$16,000,000",""
"","Blake Trahan","SS","CIN","11","0.068","2","0.012","14","3","0","0","0","0","0.214","0.214","0.214","0.429","-0.03","0.00","$0",""
"","Zack Godley","SP","ARI","33","0.204","32","0.198","53","3","0","0","0","1","0.057","0.123","0.057","0.179","-0.93","43.86","$0",""
"","Kenta Maeda","SP","LAD","41","0.252","20","0.123","32","3","0","0","0","0","0.094","0.094","0.094","0.188","0.66","35.23","$3,000,000",""
"","Chad Kuhl","SP","PIT","18","0.112","16","0.099","21","3","0","0","0","1","0.143","0.143","0.143","0.286","0.06","31.69","$0",""
"","Steven Brault","RP","PIT","46","0.286","5","0.031","20","3","1","0","0","0","0.150","0.191","0.200","0.390","-0.17","0.00","$0",""
"","Caleb Smith","SP","MIA","16","0.099","16","0.099","22","3","0","0","0","1","0.136","0.136","0.136","0.273","0.70","0.00","$0",""
"","Ryder Jones","3B","SF","5","0.031","2","0.012","8","3","0","0","2","3","0.375","0.375","1.125","1.500","0.23","0.00","$0",""
"","Tyler Mahle","SP","CIN","24","0.148","23","0.142","29","3","1","0","0","0","0.103","0.161","0.138","0.299","0.21","20.62","$7,500,000",""
"","Phillip Evans","3B","NYM","15","0.093","4","0.025","21","3","0","0","0","1","0.143","0.217","0.143","0.360","-0.33","0.00","$0",""
"","Jefry Rodriguez","SP","WSH","14","0.086","8","0.049","16","3","1","0","0","1","0.188","0.188","0.250","0.438","-0.37","0.00","$0",""
"","Pablo Lopez","SP","MIA","12","0.075","10","0.062","16","3","0","0","0","0","0.188","0.235","0.188","0.423","0.68","0.00","$5,450,000",""
"","Dereck Rodriguez","SP","SF","21","0.130","19","0.117","32","3","1","0","0","1","0.094","0.094","0.125","0.219","2.73","80.60","$0",""
"","Andrew Velazquez","SS","TB","13","0.080","2","0.012","10","3","1","0","0","0","0.300","0.417","0.400","0.817","0.27","0.00","$0",""
"","Abiatal Avelino","SS","SF","6","0.037","3","0.019","11","3","0","0","0","0","0.273","0.273","0.273","0.545","0.00","0.00","$0",""
"","Myles Straw","CF","HOU","9","0.056","2","0.012","9","3","0","0","1","1","0.333","0.400","0.667","1.067","0.20","0.00","$2,500,000",""
"","Harold Castro","3B","DET","6","0.037","2","0.012","10","3","0","0","0","0","0.300","0.300","0.300","0.600","0.03","0.00","$0",""
"","Clay Buchholz","SP","ARI","17","0.105","17","0.105","31","2","1","0","0","1","0.065","0.094","0.097","0.191","2.79","93.12","$0",""
"","J.A. Happ","SP","NYY","31","0.191","31","0.191","6","2","0","0","0","0","0.333","0.429","0.333","0.762","1.03","56.97","$0",""
"","Luis Perdomo","SP","SD","12","0.074","10","0.062","8","2","0","0","0","1","0.250","0.222","0.250","0.472","-1.00","0.00","$0",""
"","Jeremy Hellickson","SP","WSH","19","0.117","19","0.117","32","2","1","0","0","1","0.063","0.063","0.094","0.156","1.33","66.39","$0",""
"","Chris Archer","SP","PIT","27","0.168","27","0.168","17","2","1","0","0","0","0.118","0.118","0.176","0.294","0.28","34.95","$0",""
"","Dan Jennings","RP","MIL","73","0.448","1","0.006","3","2","1","0","0","0","0.667","0.667","1.000","1.667","0.24","40.02","$0",""
"","Chris Rusin","RP","COL","49","0.301","0","0.000","4","2","0","0","0","0","0.500","0.500","0.500","1.000","-0.95","9.70","$0",""
"","Kyle Gibson","SP","MIN","32","0.198","32","0.198","2","2","0","0","0","0","1.000","1.000","1.000","2.000","3.48","77.26","$10,000,000",""
"","Vidal Nuno","RP","TB","17","0.105","0","0.000","2","2","0","0","0","1","1.000","1.000","1.000","2.000","0.97","0.00","$0",""
"","Michael Wacha","SP","STL","15","0.093","15","0.093","25","2","0","0","0","1","0.080","0.115","0.080","0.195","1.11","0.00","$0",""
